"Date","health_board","CO_GABed_C19","CO_GABed_NonC19","CO_GABed_Spare","CO_GABed_Tot","CO_IVBed_C19","CO_IVBed_NonC19","CO_IVBed_Spare","CO_IVBed_Tot"
2020-06-22,"Cwm Taf University Health Board",96,912,165,1173,5,12,23,40
2020-06-22,"Aneurin Bevan University Health Board",57,899,421,1377,2,13,17,32
2020-06-22,"Powys Teaching Health Board",12,82,52,146,0,0,0,0
2020-06-22,"Velindre University NHS Trust",0,11,19,30,0,0,0,0
2020-06-22,"Wales",696,5388,1603,7687,27,104,131,262
2020-06-23,"Betsi Cadwaladr University Health Board",229,1240,293,1762,5,17,35,57
2020-06-23,"Hywel Dda University Health Board",16,691,243,950,3,9,13,25
2020-06-23,"Abertawe Bro Morgannwg University Health Board",38,675,111,824,3,22,4,29
2020-06-23,"Cardiff and Vale University Health Board",235,912,284,1431,5,30,44,79
2020-06-23,"Cwm Taf University Health Board",93,904,172,1169,3,17,20,40
2020-06-23,"Aneurin Bevan University Health Board",71,902,404,1377,3,15,14,32
2020-06-23,"Powys Teaching Health Board",9,82,55,146,0,0,0,0
2020-06-23,"Velindre University NHS Trust",0,15,15,30,0,0,0,0
2020-06-23,"Wales",691,5421,1577,7689,22,110,130,262
2020-06-24,"Betsi Cadwaladr University Health Board",218,1204,354,1776,8,18,31,57
2020-06-24,"Hywel Dda University Health Board",26,707,240,973,1,13,11,25
2020-06-24,"Abertawe Bro Morgannwg University Health Board",31,643,150,824,4,22,3,29
2020-06-24,"Cardiff and Vale University Health Board",258,892,281,1431,9,24,46,79
2020-06-24,"Cwm Taf University Health Board",89,893,190,1172,1,20,19,40
2020-06-24,"Aneurin Bevan University Health Board",99,859,419,1377,4,10,18,32
2020-06-24,"Powys Teaching Health Board",10,85,51,146,0,0,0,0
2020-06-24,"Velindre University NHS Trust",3,13,14,30,0,0,0,0
2020-06-24,"Wales",734,5296,1699,7729,27,107,128,262
2020-06-25,"Betsi Cadwaladr University Health Board",223,1236,321,1780,7,20,30,57
2020-06-25,"Hywel Dda University Health Board",18,703,259,980,0,16,9,25
2020-06-25,"Abertawe Bro Morgannwg University Health Board",20,672,134,826,4,24,1,29
2020-06-25,"Cardiff and Vale University Health Board",226,914,291,1431,6,27,46,79
2020-06-25,"Cwm Taf University Health Board",96,884,213,1193,0,18,22,40
2020-06-25,"Aneurin Bevan University Health Board",109,856,412,1377,4,12,16,32
2020-06-25,"Powys Teaching Health Board",8,85,53,146,0,0,0,0
2020-06-25,"Velindre University NHS Trust",0,14,16,30,0,0,0,0
2020-06-25,"Wales",700,5364,1699,7763,21,117,124,262
2020-06-26,"Betsi Cadwaladr University Health Board",219,1235,326,1780,8,16,33,57
2020-06-26,"Hywel Dda University Health Board",20,686,278,984,0,17,8,25
2020-06-26,"Abertawe Bro Morgannwg University Health Board",37,660,129,826,4,23,2,29
2020-06-26,"Cardiff and Vale University Health Board",213,903,315,1431,10,26,43,79
2020-06-26,"Cwm Taf University Health Board",92,895,180,1167,0,19,21,40
2020-06-26,"Aneurin Bevan University Health Board",104,873,400,1377,2,13,17,32
2020-06-26,"Powys Teaching Health Board",5,90,51,146,0,0,0,0
2020-06-26,"Velindre University NHS Trust",0,16,14,30,0,0,0,0
2020-06-26,"Wales",690,5358,1693,7741,24,114,124,262
2020-06-27,"Betsi Cadwaladr University Health Board",217,1238,325,1780,7,15,35,57
2020-06-27,"Hywel Dda University Health Board",22,686,254,962,0,16,9,25
2020-06-27,"Abertawe Bro Morgannwg University Health Board",22,634,170,826,3,23,3,29
2020-06-27,"Cardiff and Vale University Health Board",203,881,347,1431,7,31,41,79
2020-06-27,"Cwm Taf University Health Board",65,943,159,1167,1,18,21,40
2020-06-27,"Aneurin Bevan University Health Board",81,878,418,1377,3,10,19,32
2020-06-27,"Powys Teaching Health Board",5,96,45,146,0,0,0,0
2020-06-27,"Velindre University NHS Trust",0,21,9,30,0,0,0,0
2020-06-27,"Wales",615,5377,1727,7719,21,113,128,262
2020-06-28,"Betsi Cadwaladr University Health Board",227,1274,278,1779,5,16,36,57
2020-06-28,"Hywel Dda University Health Board",16,712,224,952,2,16,7,25
2020-06-28,"Abertawe Bro Morgannwg University Health Board",30,655,130,815,3,21,5,29
2020-06-28,"Cardiff and Vale University Health Board",185,909,337,1431,7,32,40,79
2020-06-28,"Cwm Taf University Health Board",79,924,164,1167,3,12,25,40
2020-06-28,"Aneurin Bevan University Health Board",79,890,408,1377,1,10,21,32
2020-06-28,"Powys Teaching Health Board",6,96,44,146,0,0,0,0
2020-06-28,"Velindre University NHS Trust",0,21,9,30,0,0,0,0
2020-06-28,"Wales",622,5481,1594,7697,21,107,134,262
2020-06-29,"Betsi Cadwaladr University Health Board",214,1268,307,1789,8,16,33,57
2020-06-29,"Hywel Dda University Health Board",9,721,235,965,1,16,8,25
2020-06-29,"Abertawe Bro Morgannwg University Health Board",31,666,118,815,4,22,3,29
2020-06-29,"Cardiff and Vale University Health Board",185,926,320,1431,7,34,38,79
2020-06-29,"Cwm Taf University Health Board",82,965,113,1160,2,15,23,40
2020-06-29,"Aneurin Bevan University Health Board",57,937,383,1377,2,10,20,32
2020-06-29,"Powys Teaching Health Board",12,91,43,146,0,0,0,0
2020-06-29,"Velindre University NHS Trust",0,14,16,30,0,0,0,0
2020-06-29,"Wales",590,5588,1535,7713,24,113,125,262
2020-06-30,"Betsi Cadwaladr University Health Board",200,1258,328,1786,5,16,36,57
2020-06-30,"Hywel Dda University Health Board",20,723,246,989,0,12,13,25
2020-06-30,"Abertawe Bro Morgannwg University Health Board",31,677,104,812,4,23,5,32
2020-06-30,"Cardiff and Vale University Health Board",230,901,300,1431,8,33,38,79
2020-06-30,"Cwm Taf University Health Board",67,937,161,1165,4,16,20,40
2020-06-30,"Aneurin Bevan University Health Board",59,945,373,1377,1,9,22,32
2020-06-30,"Powys Teaching Health Board",5,92,49,146,0,0,0,0
2020-06-30,"Velindre University NHS Trust",1,15,14,30,0,0,0,0
2020-06-30,"Wales",613,5548,1575,7736,22,109,134,265
2020-07-01,"Betsi Cadwaladr University Health Board",194,1315,283,1792,7,14,36,57
2020-07-01,"Hywel Dda University Health Board",19,704,267,990,1,11,13,25
2020-07-01,"Abertawe Bro Morgannwg University Health Board",28,659,126,813,4,27,1,32
2020-07-01,"Cardiff and Vale University Health Board",191,926,314,1431,6,31,42,79
2020-07-01,"Cwm Taf University Health Board",56,906,199,1161,2,17,21,40
2020-07-01,"Aneurin Bevan University Health Board",58,936,383,1377,2,8,22,32
2020-07-01,"Powys Teaching Health Board",3,94,49,146,0,0,0,0
2020-07-01,"Velindre University NHS Trust",0,12,18,30,0,0,0,0
2020-07-01,"Wales",549,5552,1639,7740,22,108,135,265
2020-07-02,"Betsi Cadwaladr University Health Board",189,1313,288,1790,6,23,28,57
2020-07-02,"Hywel Dda University Health Board",12,693,278,983,0,11,14,25
2020-07-02,"Abertawe Bro Morgannwg University Health Board",31,674,108,813,4,30,3,37
2020-07-02,"Cardiff and Vale University Health Board",170,938,323,1431,7,32,40,79
2020-07-02,"Cwm Taf University Health Board",61,884,215,1160,1,15,24,40
2020-07-02,"Aneurin Bevan University Health Board",60,932,385,1377,1,9,22,32
2020-07-02,"Powys Teaching Health Board",3,97,46,146,0,0,0,0
2020-07-02,"Velindre University NHS Trust",0,15,15,30,0,0,0,0
2020-07-02,"Wales",526,5546,1658,7730,19,120,131,270
2020-07-03,"Betsi Cadwaladr University Health Board",190,1258,330,1778,4,28,16,48
2020-07-03,"Hywel Dda University Health Board",14,697,272,983,1,11,13,25
2020-07-03,"Abertawe Bro Morgannwg University Health Board",24,640,149,813,4,32,3,39
2020-07-03,"Cardiff and Vale University Health Board",175,946,310,1431,7,33,39,79
2020-07-03,"Cwm Taf University Health Board",60,891,215,1166,1,13,26,40
2020-07-03,"Aneurin Bevan University Health Board",56,956,365,1377,0,11,21,32
2020-07-03,"Powys Teaching Health Board",3,98,45,146,0,0,0,0
2020-07-03,"Velindre University NHS Trust",0,13,17,30,0,0,0,0
2020-07-03,"Wales",522,5499,1703,7724,17,128,118,263
2020-07-04,"Betsi Cadwaladr University Health Board",185,1221,391,1797,3,25,20,48
2020-07-04,"Hywel Dda University Health Board",12,706,265,983,0,10,15,25
2020-07-04,"Abertawe Bro Morgannwg University Health Board",21,619,173,813,3,28,8,39
2020-07-04,"Cardiff and Vale University Health Board",168,917,346,1431,6,34,39,79
2020-07-04,"Cwm Taf University Health Board",63,827,271,1161,3,10,39,52
2020-07-04,"Aneurin Bevan University Health Board",78,894,405,1377,0,9,23,32
2020-07-04,"Powys Teaching Health Board",4,97,39,140,0,0,0,0
2020-07-04,"Velindre University NHS Trust",0,18,12,30,0,0,0,0
2020-07-04,"Wales",531,5299,1902,7732,15,116,144,275
2020-07-05,"Betsi Cadwaladr University Health Board",186,1254,358,1798,5,23,20,48
2020-07-05,"Hywel Dda University Health Board",18,723,242,983,0,9,16,25
2020-07-05,"Abertawe Bro Morgannwg University Health Board",27,636,150,813,4,26,9,39
2020-07-05,"Cardiff and Vale University Health Board",162,934,335,1431,6,35,38,79
2020-07-05,"Cwm Taf University Health Board",50,925,193,1168,1,14,37,52
2020-07-05,"Aneurin Bevan University Health Board",67,915,395,1377,0,9,23,32
2020-07-05,"Powys Teaching Health Board",8,92,40,140,0,0,0,0
2020-07-05,"Velindre University NHS Trust",0,16,14,30,0,0,0,0
2020-07-05,"Wales",518,5495,1727,7740,16,116,143,275
2020-07-06,"Betsi Cadwaladr University Health Board",167,1328,306,1801,4,24,20,48
2020-07-06,"Hywel Dda University Health Board",15,755,255,1025,0,11,14,25
2020-07-06,"Abertawe Bro Morgannwg University Health Board",20,689,104,813,3,26,10,39
2020-07-06,"Cardiff and Vale University Health Board",176,971,284,1431,4,35,40,79
2020-07-06,"Cwm Taf University Health Board",55,944,169,1168,0,14,38,52
2020-07-06,"Aneurin Bevan University Health Board",54,976,347,1377,2,11,19,32
2020-07-06,"Powys Teaching Health Board",2,97,41,140,0,0,0,0
2020-07-06,"Velindre University NHS Trust",0,13,17,30,0,0,0,0
2020-07-06,"Wales",489,5773,1523,7785,13,121,141,275
2020-07-07,"Betsi Cadwaladr University Health Board",183,1284,334,1801,4,22,22,48
2020-07-07,"Hywel Dda University Health Board",31,740,231,1002,0,7,18,25
2020-07-07,"Abertawe Bro Morgannwg University Health Board",20,663,130,813,3,23,13,39
2020-07-07,"Cardiff and Vale University Health Board",171,963,297,1431,3,35,41,79
2020-07-07,"Cwm Taf University Health Board",45,961,166,1172,2,11,39,52
2020-07-07,"Aneurin Bevan University Health Board",62,985,330,1377,0,16,16,32
2020-07-07,"Powys Teaching Health Board",4,97,39,140,0,0,0,0
2020-07-07,"Velindre University NHS Trust",0,10,20,30,0,0,0,0
2020-07-07,"Wales",516,5703,1547,7766,12,114,149,275
2020-07-08,"Betsi Cadwaladr University Health Board",172,1324,314,1810,4,24,29,57
2020-07-08,"Hywel Dda University Health Board",10,739,281,1030,2,5,18,25
2020-07-08,"Abertawe Bro Morgannwg University Health Board",18,709,100,827,2,17,10,29
2020-07-08,"Cardiff and Vale University Health Board",173,987,275,1435,2,36,41,79
2020-07-08,"Cwm Taf University Health Board",53,954,177,1184,0,15,37,52
2020-07-08,"Aneurin Bevan University Health Board",72,970,382,1424,0,17,15,32
2020-07-08,"Powys Teaching Health Board",4,94,42,140,0,0,0,0
2020-07-08,"Velindre University NHS Trust",0,12,18,30,0,0,0,0
2020-07-08,"Wales",502,5789,1589,7880,10,114,150,274
2020-07-09,"Betsi Cadwaladr University Health Board",175,1329,303,1807,4,24,29,57
2020-07-09,"Hywel Dda University Health Board",13,723,294,1030,0,8,17,25
2020-07-09,"Abertawe Bro Morgannwg University Health Board",18,695,114,827,2,15,12,29
2020-07-09,"Cardiff and Vale University Health Board",173,1013,249,1435,3,36,40,79
2020-07-09,"Cwm Taf University Health Board",54,931,177,1162,0,14,38,52
2020-07-09,"Aneurin Bevan University Health Board",59,961,404,1424,3,13,16,32
2020-07-09,"Powys Teaching Health Board",4,97,39,140,0,0,0,0
2020-07-09,"Velindre University NHS Trust",0,17,13,30,0,0,0,0
2020-07-09,"Wales",496,5766,1593,7855,12,110,152,274
2020-07-10,"Betsi Cadwaladr University Health Board",156,1515,332,2003,10,25,29,64
2020-07-10,"Hywel Dda University Health Board",12,793,305,1110,1,8,16,25
2020-07-10,"Abertawe Bro Morgannwg University Health Board",22,942,187,1151,2,12,15,29
2020-07-10,"Cardiff and Vale University Health Board",170,998,371,1539,1,37,41,79
2020-07-10,"Cwm Taf University Health Board",51,1109,220,1380,2,14,24,40
2020-07-10,"Aneurin Bevan University Health Board",53,1101,465,1619,1,18,13,32
2020-07-10,"Powys Teaching Health Board",4,118,49,171,0,0,0,0
2020-07-10,"Velindre University NHS Trust",0,17,13,30,0,0,0,0
2020-07-10,"Wales",468,6593,1942,9003,17,114,138,269
2020-07-11,"Betsi Cadwaladr University Health Board",152,1516,335,2003,3,24,30,57
2020-07-11,"Hywel Dda University Health Board",16,778,316,1110,0,10,15,25
2020-07-11,"Abertawe Bro Morgannwg University Health Board",18,943,190,1151,3,15,11,29
2020-07-11,"Cardiff and Vale University Health Board",165,989,385,1539,1,38,40,79
2020-07-11,"Cwm Taf University Health Board",55,1115,160,1330,1,15,24,40
2020-07-11,"Aneurin Bevan University Health Board",50,1061,508,1619,2,12,18,32
2020-07-11,"Powys Teaching Health Board",5,122,44,171,0,0,0,0
2020-07-11,"Velindre University NHS Trust",0,18,12,30,0,0,0,0
2020-07-11,"Wales",461,6542,1950,8953,10,114,138,262
2020-07-12,"Betsi Cadwaladr University Health Board",165,1559,281,2005,4,20,33,57
2020-07-12,"Hywel Dda University Health Board",10,778,315,1103,1,11,13,25
2020-07-12,"Abertawe Bro Morgannwg University Health Board",22,936,193,1151,3,17,9,29
2020-07-12,"Cardiff and Vale University Health Board",166,991,382,1539,2,37,40,79
2020-07-12,"Cwm Taf University Health Board",49,1141,140,1330,2,15,23,40
2020-07-12,"Aneurin Bevan University Health Board",70,1061,488,1619,2,13,17,32
2020-07-12,"Powys Teaching Health Board",5,124,42,171,0,0,0,0
2020-07-12,"Velindre University NHS Trust",0,17,13,30,0,0,0,0
2020-07-12,"Wales",487,6607,1854,8948,14,113,135,262
2020-07-13,"Betsi Cadwaladr University Health Board",164,1581,275,2020,5,20,32,57
2020-07-13,"Hywel Dda University Health Board",13,804,291,1108,1,15,9,25
2020-07-13,"Abertawe Bro Morgannwg University Health Board",19,921,211,1151,3,13,13,29
2020-07-13,"Cardiff and Vale University Health Board",165,1030,344,1539,2,36,41,79
2020-07-13,"Cwm Taf University Health Board",54,1149,142,1345,4,13,23,40
2020-07-13,"Aneurin Bevan University Health Board",76,1100,443,1619,2,14,16,32
2020-07-13,"Powys Teaching Health Board",4,127,40,171,0,0,0,0
2020-07-13,"Velindre University NHS Trust",0,13,17,30,0,0,0,0
2020-07-13,"Wales",495,6725,1763,8983,17,111,134,262
2020-07-14,"Betsi Cadwaladr University Health Board",162,1558,301,2021,4,19,34,57
2020-07-14,"Hywel Dda University Health Board",13,835,271,1119,0,17,8,25
2020-07-14,"Abertawe Bro Morgannwg University Health Board",21,880,252,1153,2,12,15,29
2020-07-14,"Cardiff and Vale University Health Board",167,1035,337,1539,2,34,43,79
2020-07-14,"Cwm Taf University Health Board",48,1145,152,1345,0,18,20,38
2020-07-14,"Aneurin Bevan University Health Board",56,1120,443,1619,1,13,18,32
2020-07-14,"Powys Teaching Health Board",1,122,48,171,0,0,0,0
2020-07-14,"Velindre University NHS Trust",0,18,12,30,0,0,0,0
2020-07-14,"Wales",468,6713,1816,8997,9,113,138,260
2020-07-15,"Betsi Cadwaladr University Health Board",165,1569,284,2018,3,23,35,61
2020-07-15,"Hywel Dda University Health Board",14,790,315,1119,0,18,7,25
2020-07-15,"Abertawe Bro Morgannwg University Health Board",16,887,250,1153,2,10,17,29
2020-07-15,"Cardiff and Vale University Health Board",173,1038,328,1539,2,33,44,79
2020-07-15,"Cwm Taf University Health Board",45,1174,126,1345,0,15,23,38
2020-07-15,"Aneurin Bevan University Health Board",60,1118,441,1619,3,13,16,32
2020-07-15,"Powys Teaching Health Board",1,127,43,171,0,0,0,0
2020-07-15,"Velindre University NHS Trust",1,13,16,30,0,0,0,0
2020-07-15,"Wales",475,6716,1803,8994,10,112,142,264
2020-07-16,"Betsi Cadwaladr University Health Board",153,1569,291,2013,8,21,32,61
2020-07-16,"Hywel Dda University Health Board",21,815,283,1119,1,21,5,27
2020-07-16,"Abertawe Bro Morgannwg University Health Board",16,964,173,1153,2,12,15,29
2020-07-16,"Cardiff and Vale University Health Board",157,1054,328,1539,2,33,44,79
2020-07-16,"Cwm Taf University Health Board",46,1154,145,1345,1,17,20,38
2020-07-16,"Aneurin Bevan University Health Board",62,1117,440,1619,3,13,16,32
2020-07-16,"Powys Teaching Health Board",1,132,38,171,0,0,0,0
2020-07-16,"Velindre University NHS Trust",0,17,13,30,0,0,0,0
2020-07-16,"Wales",456,6822,1711,8989,17,117,132,266
2020-07-17,"Betsi Cadwaladr University Health Board",142,1526,339,2007,3,23,31,57
2020-07-17,"Hywel Dda University Health Board",19,828,263,1110,0,21,4,25
2020-07-17,"Abertawe Bro Morgannwg University Health Board",25,945,188,1158,2,13,14,29
2020-07-17,"Cardiff and Vale University Health Board",158,1044,337,1539,2,32,45,79
2020-07-17,"Cwm Taf University Health Board",45,1175,125,1345,1,14,23,38
2020-07-17,"Aneurin Bevan University Health Board",43,1151,426,1620,3,9,20,32
2020-07-17,"Powys Teaching Health Board",1,133,37,171,0,0,0,0
2020-07-17,"Velindre University NHS Trust",0,17,13,30,0,0,0,0
2020-07-17,"Wales",433,6819,1728,8980,11,112,137,260
2020-07-18,"Betsi Cadwaladr University Health Board",157,1531,318,2006,4,20,33,57
2020-07-18,"Hywel Dda University Health Board",17,806,287,1110,0,22,5,27
2020-07-18,"Abertawe Bro Morgannwg University Health Board",22,915,221,1158,2,11,16,29
2020-07-18,"Cardiff and Vale University Health Board",152,999,388,1539,2,31,46,79
2020-07-18,"Cwm Taf University Health Board",41,1187,140,1368,1,12,25,38
2020-07-18,"Aneurin Bevan University Health Board",61,1050,509,1620,1,13,18,32
2020-07-18,"Powys Teaching Health Board",1,131,39,171,0,0,0,0
2020-07-18,"Velindre University NHS Trust",0,19,11,30,0,0,0,0
2020-07-18,"Wales",451,6638,1913,9002,10,109,143,262
2020-07-19,"Betsi Cadwaladr University Health Board",142,1546,327,2015,1,21,35,57
2020-07-19,"Hywel Dda University Health Board",15,827,268,1110,0,17,8,25
2020-07-19,"Abertawe Bro Morgannwg University Health Board",21,956,181,1158,3,12,14,29
2020-07-19,"Cardiff and Vale University Health Board",150,1009,380,1539,1,34,44,79
2020-07-19,"Cwm Taf University Health Board",42,1180,123,1345,1,12,25,38
2020-07-19,"Aneurin Bevan University Health Board",55,1102,463,1620,1,11,20,32
2020-07-19,"Powys Teaching Health Board",1,132,38,171,0,0,0,0
2020-07-19,"Velindre University NHS Trust",0,20,10,30,0,0,0,0
2020-07-19,"Wales",426,6772,1790,8988,7,107,146,260
2020-07-20,"Betsi Cadwaladr University Health Board",145,1579,289,2013,1,24,32,57
2020-07-20,"Hywel Dda University Health Board",12,817,281,1110,0,18,9,27
2020-07-20,"Abertawe Bro Morgannwg University Health Board",22,967,169,1158,3,17,9,29
2020-07-20,"Cardiff and Vale University Health Board",149,1062,328,1539,1,36,42,79
2020-07-20,"Cwm Taf University Health Board",46,1197,102,1345,0,14,24,38
2020-07-20,"Aneurin Bevan University Health Board",39,1146,435,1620,1,12,19,32
2020-07-20,"Powys Teaching Health Board",2,132,37,171,0,0,0,0
2020-07-20,"Velindre University NHS Trust",0,13,17,30,0,0,0,0
2020-07-20,"Wales",415,6913,1658,8986,6,121,135,262
2020-07-21,"Betsi Cadwaladr University Health Board",155,1580,284,2019,1,23,33,57
2020-07-21,"Hywel Dda University Health Board",13,917,179,1109,0,19,8,27
2020-07-21,"Abertawe Bro Morgannwg University Health Board",24,955,179,1158,5,19,5,29
2020-07-21,"Cardiff and Vale University Health Board",144,1069,326,1539,1,38,40,79
2020-07-21,"Cwm Taf University Health Board",46,1196,110,1352,2,11,25,38
2020-07-21,"Aneurin Bevan University Health Board",41,1171,408,1620,0,11,21,32
2020-07-21,"Powys Teaching Health Board",3,128,40,171,0,0,0,0
2020-07-21,"Velindre University NHS Trust",0,8,22,30,0,0,0,0
2020-07-21,"Wales",426,7024,1548,8998,9,121,132,262
2020-07-22,"Betsi Cadwaladr University Health Board",157,1586,266,2009,2,23,32,57
2020-07-22,"Hywel Dda University Health Board",16,870,223,1109,0,21,6,27
2020-07-22,"Abertawe Bro Morgannwg University Health Board",30,980,143,1153,4,13,12,29
2020-07-22,"Cardiff and Vale University Health Board",139,1074,326,1539,1,39,39,79
2020-07-22,"Cwm Taf University Health Board",42,1169,141,1352,1,12,25,38
2020-07-22,"Aneurin Bevan University Health Board",45,1126,449,1620,0,10,22,32
2020-07-22,"Powys Teaching Health Board",4,131,37,172,0,0,0,0
2020-07-22,"Velindre University NHS Trust",0,8,22,30,0,0,0,0
2020-07-22,"Wales",433,6944,1607,8984,8,118,136,262
2020-07-23,"Betsi Cadwaladr University Health Board",164,1534,315,2013,5,27,25,57
2020-07-23,"Hywel Dda University Health Board",17,896,196,1109,0,18,9,27
2020-07-23,"Abertawe Bro Morgannwg University Health Board",27,976,150,1153,0,18,11,29
2020-07-23,"Cardiff and Vale University Health Board",141,1059,339,1539,1,37,41,79
2020-07-23,"Cwm Taf University Health Board",40,1168,139,1347,0,12,26,38
2020-07-23,"Aneurin Bevan University Health Board",37,1151,432,1620,0,9,23,32
2020-07-23,"Powys Teaching Health Board",1,133,38,172,0,0,0,0
2020-07-23,"Velindre University NHS Trust",0,10,20,30,0,0,0,0
2020-07-23,"Wales",427,6927,1629,8983,6,121,135,262
2020-07-24,"Betsi Cadwaladr University Health Board",161,1571,274,2006,4,23,29,56
2020-07-24,"Hywel Dda University Health Board",14,876,219,1109,0,17,10,27
2020-07-24,"Abertawe Bro Morgannwg University Health Board",13,1018,127,1158,1,15,13,29
2020-07-24,"Cardiff and Vale University Health Board",142,1042,355,1539,1,37,41,79
2020-07-24,"Cwm Taf University Health Board",49,1136,164,1349,2,12,22,36
2020-07-24,"Aneurin Bevan University Health Board",49,1118,453,1620,0,10,22,32
2020-07-24,"Powys Teaching Health Board",2,129,41,172,0,0,0,0
2020-07-24,"Velindre University NHS Trust",0,13,17,30,0,0,0,0
2020-07-24,"Wales",430,6903,1650,8983,8,114,137,259
2020-07-25,"Betsi Cadwaladr University Health Board",183,1525,289,1997,4,23,29,56
2020-07-25,"Hywel Dda University Health Board",18,844,246,1108,0,18,9,27
2020-07-25,"Abertawe Bro Morgannwg University Health Board",19,997,142,1158,1,14,14,29
2020-07-25,"Cardiff and Vale University Health Board",141,1013,385,1539,1,34,44,79
2020-07-25,"Cwm Taf University Health Board",44,1135,170,1349,0,17,19,36
2020-07-25,"Aneurin Bevan University Health Board",46,1093,481,1620,1,10,21,32
2020-07-25,"Powys Teaching Health Board",5,126,41,172,0,0,0,0
2020-07-25,"Velindre University NHS Trust",0,17,13,30,0,0,0,0
2020-07-25,"Wales",456,6750,1767,8973,7,116,136,259
2020-07-26,"Betsi Cadwaladr University Health Board",172,1555,276,2003,4,22,30,56
2020-07-26,"Hywel Dda University Health Board",9,886,212,1107,0,19,8,27
2020-07-26,"Abertawe Bro Morgannwg University Health Board",18,1001,139,1158,1,15,13,29
2020-07-26,"Cardiff and Vale University Health Board",138,1015,386,1539,1,33,45,79
2020-07-26,"Cwm Taf University Health Board",37,1166,169,1372,0,10,26,36
2020-07-26,"Aneurin Bevan University Health Board",64,1109,447,1620,1,9,22,32
2020-07-26,"Powys Teaching Health Board",5,127,40,172,0,0,0,0
2020-07-26,"Velindre University NHS Trust",0,18,12,30,0,0,0,0
2020-07-26,"Wales",443,6877,1681,9001,7,108,144,259
2020-07-27,"Betsi Cadwaladr University Health Board",177,1593,244,2014,5,24,28,57
2020-07-27,"Hywel Dda University Health Board",16,879,226,1121,0,19,8,27
2020-07-27,"Abertawe Bro Morgannwg University Health Board",15,1051,124,1190,1,17,11,29
2020-07-27,"Cardiff and Vale University Health Board",129,1064,346,1539,2,32,45,79
2020-07-27,"Cwm Taf University Health Board",37,1187,148,1372,2,13,21,36
2020-07-27,"Aneurin Bevan University Health Board",46,1176,398,1620,1,8,23,32
2020-07-27,"Powys Teaching Health Board",5,126,41,172,0,0,0,0
2020-07-27,"Velindre University NHS Trust",0,19,11,30,0,0,0,0
2020-07-27,"Wales",425,7095,1538,9058,11,113,136,260
2020-07-28,"Betsi Cadwaladr University Health Board",198,1526,250,1974,5,26,26,57
2020-07-28,"Hywel Dda University Health Board",21,884,218,1123,1,19,7,27
2020-07-28,"Abertawe Bro Morgannwg University Health Board",11,1048,133,1192,1,15,13,29
2020-07-28,"Cardiff and Vale University Health Board",140,1081,318,1539,1,38,40,79
2020-07-28,"Cwm Taf University Health Board",40,1170,162,1372,0,16,20,36
2020-07-28,"Aneurin Bevan University Health Board",51,1181,388,1620,4,9,19,32
2020-07-28,"Powys Teaching Health Board",1,130,41,172,0,0,0,0
2020-07-28,"Velindre University NHS Trust",0,13,17,30,0,0,0,0
2020-07-28,"Wales",462,7033,1527,9022,12,123,125,260
2020-07-29,"Betsi Cadwaladr University Health Board",190,1450,288,1928,5,23,29,57
2020-07-29,"Hywel Dda University Health Board",20,869,234,1123,1,17,9,27
2020-07-29,"Abertawe Bro Morgannwg University Health Board",14,1022,156,1192,1,13,15,29
2020-07-29,"Cardiff and Vale University Health Board",139,1081,319,1539,1,38,40,79
2020-07-29,"Cwm Taf University Health Board",49,1153,166,1368,0,17,19,36
2020-07-29,"Aneurin Bevan University Health Board",56,1191,373,1620,4,15,13,32
2020-07-29,"Powys Teaching Health Board",1,131,40,172,0,0,0,0
2020-07-29,"Velindre University NHS Trust",0,15,15,30,0,0,0,0
2020-07-29,"Wales",469,6912,1591,8972,12,123,125,260
2020-07-30,"Betsi Cadwaladr University Health Board",183,1424,304,1911,4,23,30,57
2020-07-30,"Hywel Dda University Health Board",15,873,232,1120,0,20,6,26
2020-07-30,"Abertawe Bro Morgannwg University Health Board",11,1020,161,1192,1,18,10,29
2020-07-30,"Cardiff and Vale University Health Board",133,1089,317,1539,2,35,42,79
2020-07-30,"Cwm Taf University Health Board",47,1142,179,1368,1,12,23,36
2020-07-30,"Aneurin Bevan University Health Board",57,1173,390,1620,3,17,12,32
2020-07-30,"Powys Teaching Health Board",1,132,39,172,0,0,0,0
2020-07-30,"Velindre University NHS Trust",0,16,14,30,0,0,0,0
2020-07-30,"Wales",447,6869,1636,8952,11,125,123,259
2020-07-31,"Betsi Cadwaladr University Health Board",162,1422,309,1893,1,24,31,56
2020-07-31,"Hywel Dda University Health Board",10,888,222,1120,0,21,6,27
2020-07-31,"Abertawe Bro Morgannwg University Health Board",16,1040,136,1192,1,18,10,29
2020-07-31,"Cardiff and Vale University Health Board",125,1094,320,1539,1,41,37,79
2020-07-31,"Cwm Taf University Health Board",45,1162,144,1351,2,15,19,36
2020-07-31,"Aneurin Bevan University Health Board",41,1167,412,1620,5,13,14,32
2020-07-31,"Powys Teaching Health Board",5,131,36,172,0,0,0,0
2020-07-31,"Velindre University NHS Trust",0,17,13,30,0,0,0,0
2020-07-31,"Wales",404,6921,1592,8917,10,132,117,259
2020-08-01,"Betsi Cadwaladr University Health Board",165,1504,247,1916,3,24,30,57
2020-08-01,"Hywel Dda University Health Board",10,847,250,1107,2,19,6,27
2020-08-01,"Abertawe Bro Morgannwg University Health Board",23,986,183,1192,1,20,8,29
