"date","health_board","admission_type","count","covid_status"
2020-07-04,"Cwm Taf University Health Board","C19_Sus",29,"Suspected"
2020-07-04,"Cwm Taf University Health Board","NonC19",837,NA
2020-07-04,"Aneurin Bevan University Health Board","All",981,NA
2020-07-04,"Aneurin Bevan University Health Board","C19",78,"All"
2020-07-04,"Aneurin Bevan University Health Board","C19_Con",7,"Confirmed"
2020-07-04,"Aneurin Bevan University Health Board","C19_Rec",16,"Recovering"
2020-07-04,"Aneurin Bevan University Health Board","C19_Sus",55,"Suspected"
2020-07-04,"Aneurin Bevan University Health Board","NonC19",903,NA
2020-07-04,"Powys Teaching Health Board","All",101,NA
2020-07-04,"Powys Teaching Health Board","C19",4,"All"
2020-07-04,"Powys Teaching Health Board","C19_Con",1,"Confirmed"
2020-07-04,"Powys Teaching Health Board","C19_Rec",2,"Recovering"
2020-07-04,"Powys Teaching Health Board","C19_Sus",1,"Suspected"
2020-07-04,"Powys Teaching Health Board","NonC19",97,NA
2020-07-04,"Velindre University NHS Trust","All",18,NA
2020-07-04,"Velindre University NHS Trust","C19",0,"All"
2020-07-04,"Velindre University NHS Trust","C19_Con",0,"Confirmed"
2020-07-04,"Velindre University NHS Trust","C19_Rec",0,"Recovering"
2020-07-04,"Velindre University NHS Trust","C19_Sus",0,"Suspected"
2020-07-04,"Velindre University NHS Trust","NonC19",18,NA
2020-07-04,"Wales","All",5961,NA
2020-07-04,"Wales","C19",546,"All"
2020-07-04,"Wales","C19_Con",136,"Confirmed"
2020-07-04,"Wales","C19_Rec",240,"Recovering"
2020-07-04,"Wales","C19_Sus",170,"Suspected"
2020-07-04,"Wales","NonC19",5415,NA
2020-07-05,"Betsi Cadwaladr University Health Board","All",1468,NA
2020-07-05,"Betsi Cadwaladr University Health Board","C19",191,"All"
2020-07-05,"Betsi Cadwaladr University Health Board","C19_Con",67,"Confirmed"
2020-07-05,"Betsi Cadwaladr University Health Board","C19_Rec",73,"Recovering"
2020-07-05,"Betsi Cadwaladr University Health Board","C19_Sus",51,"Suspected"
2020-07-05,"Betsi Cadwaladr University Health Board","NonC19",1277,NA
2020-07-05,"Hywel Dda University Health Board","All",750,NA
2020-07-05,"Hywel Dda University Health Board","C19",18,"All"
2020-07-05,"Hywel Dda University Health Board","C19_Con",2,"Confirmed"
2020-07-05,"Hywel Dda University Health Board","C19_Rec",0,"Recovering"
2020-07-05,"Hywel Dda University Health Board","C19_Sus",16,"Suspected"
2020-07-05,"Hywel Dda University Health Board","NonC19",732,NA
2020-07-05,"Abertawe Bro Morgannwg University Health Board","All",693,NA
2020-07-05,"Abertawe Bro Morgannwg University Health Board","C19",31,"All"
2020-07-05,"Abertawe Bro Morgannwg University Health Board","C19_Con",1,"Confirmed"
2020-07-05,"Abertawe Bro Morgannwg University Health Board","C19_Rec",12,"Recovering"
2020-07-05,"Abertawe Bro Morgannwg University Health Board","C19_Sus",18,"Suspected"
2020-07-05,"Abertawe Bro Morgannwg University Health Board","NonC19",662,NA
2020-07-05,"Cardiff and Vale University Health Board","All",1137,NA
2020-07-05,"Cardiff and Vale University Health Board","C19",168,"All"
2020-07-05,"Cardiff and Vale University Health Board","C19_Con",47,"Confirmed"
2020-07-05,"Cardiff and Vale University Health Board","C19_Rec",112,"Recovering"
2020-07-05,"Cardiff and Vale University Health Board","C19_Sus",9,"Suspected"
2020-07-05,"Cardiff and Vale University Health Board","NonC19",969,NA
2020-07-05,"Cwm Taf University Health Board","All",990,NA
2020-07-05,"Cwm Taf University Health Board","C19",51,"All"
2020-07-05,"Cwm Taf University Health Board","C19_Con",7,"Confirmed"
2020-07-05,"Cwm Taf University Health Board","C19_Rec",26,"Recovering"
2020-07-05,"Cwm Taf University Health Board","C19_Sus",18,"Suspected"
2020-07-05,"Cwm Taf University Health Board","NonC19",939,NA
2020-07-05,"Aneurin Bevan University Health Board","All",991,NA
2020-07-05,"Aneurin Bevan University Health Board","C19",67,"All"
2020-07-05,"Aneurin Bevan University Health Board","C19_Con",7,"Confirmed"
2020-07-05,"Aneurin Bevan University Health Board","C19_Rec",16,"Recovering"
2020-07-05,"Aneurin Bevan University Health Board","C19_Sus",44,"Suspected"
2020-07-05,"Aneurin Bevan University Health Board","NonC19",924,NA
2020-07-05,"Powys Teaching Health Board","All",100,NA
2020-07-05,"Powys Teaching Health Board","C19",8,"All"
2020-07-05,"Powys Teaching Health Board","C19_Con",1,"Confirmed"
2020-07-05,"Powys Teaching Health Board","C19_Rec",2,"Recovering"
2020-07-05,"Powys Teaching Health Board","C19_Sus",5,"Suspected"
2020-07-05,"Powys Teaching Health Board","NonC19",92,NA
2020-07-05,"Velindre University NHS Trust","All",16,NA
2020-07-05,"Velindre University NHS Trust","C19",0,"All"
2020-07-05,"Velindre University NHS Trust","C19_Con",0,"Confirmed"
2020-07-05,"Velindre University NHS Trust","C19_Rec",0,"Recovering"
2020-07-05,"Velindre University NHS Trust","C19_Sus",0,"Suspected"
2020-07-05,"Velindre University NHS Trust","NonC19",16,NA
2020-07-05,"Wales","All",6145,NA
2020-07-05,"Wales","C19",534,"All"
2020-07-05,"Wales","C19_Con",132,"Confirmed"
2020-07-05,"Wales","C19_Rec",241,"Recovering"
2020-07-05,"Wales","C19_Sus",161,"Suspected"
2020-07-05,"Wales","NonC19",5611,NA
2020-07-06,"Betsi Cadwaladr University Health Board","All",1523,NA
2020-07-06,"Betsi Cadwaladr University Health Board","C19",171,"All"
2020-07-06,"Betsi Cadwaladr University Health Board","C19_Con",54,"Confirmed"
2020-07-06,"Betsi Cadwaladr University Health Board","C19_Rec",73,"Recovering"
2020-07-06,"Betsi Cadwaladr University Health Board","C19_Sus",44,"Suspected"
2020-07-06,"Betsi Cadwaladr University Health Board","NonC19",1352,NA
2020-07-06,"Hywel Dda University Health Board","All",781,NA
2020-07-06,"Hywel Dda University Health Board","C19",15,"All"
2020-07-06,"Hywel Dda University Health Board","C19_Con",2,"Confirmed"
2020-07-06,"Hywel Dda University Health Board","C19_Rec",0,"Recovering"
2020-07-06,"Hywel Dda University Health Board","C19_Sus",13,"Suspected"
2020-07-06,"Hywel Dda University Health Board","NonC19",766,NA
2020-07-06,"Abertawe Bro Morgannwg University Health Board","All",738,NA
2020-07-06,"Abertawe Bro Morgannwg University Health Board","C19",23,"All"
2020-07-06,"Abertawe Bro Morgannwg University Health Board","C19_Con",1,"Confirmed"
2020-07-06,"Abertawe Bro Morgannwg University Health Board","C19_Rec",11,"Recovering"
2020-07-06,"Abertawe Bro Morgannwg University Health Board","C19_Sus",11,"Suspected"
2020-07-06,"Abertawe Bro Morgannwg University Health Board","NonC19",715,NA
2020-07-06,"Cardiff and Vale University Health Board","All",1186,NA
2020-07-06,"Cardiff and Vale University Health Board","C19",180,"All"
2020-07-06,"Cardiff and Vale University Health Board","C19_Con",45,"Confirmed"
2020-07-06,"Cardiff and Vale University Health Board","C19_Rec",116,"Recovering"
2020-07-06,"Cardiff and Vale University Health Board","C19_Sus",19,"Suspected"
2020-07-06,"Cardiff and Vale University Health Board","NonC19",1006,NA
2020-07-06,"Cwm Taf University Health Board","All",1013,NA
2020-07-06,"Cwm Taf University Health Board","C19",55,"All"
2020-07-06,"Cwm Taf University Health Board","C19_Con",7,"Confirmed"
2020-07-06,"Cwm Taf University Health Board","C19_Rec",24,"Recovering"
2020-07-06,"Cwm Taf University Health Board","C19_Sus",24,"Suspected"
2020-07-06,"Cwm Taf University Health Board","NonC19",958,NA
2020-07-06,"Aneurin Bevan University Health Board","All",1043,NA
2020-07-06,"Aneurin Bevan University Health Board","C19",56,"All"
2020-07-06,"Aneurin Bevan University Health Board","C19_Con",6,"Confirmed"
2020-07-06,"Aneurin Bevan University Health Board","C19_Rec",16,"Recovering"
2020-07-06,"Aneurin Bevan University Health Board","C19_Sus",34,"Suspected"
2020-07-06,"Aneurin Bevan University Health Board","NonC19",987,NA
2020-07-06,"Powys Teaching Health Board","All",99,NA
2020-07-06,"Powys Teaching Health Board","C19",2,"All"
2020-07-06,"Powys Teaching Health Board","C19_Con",0,"Confirmed"
2020-07-06,"Powys Teaching Health Board","C19_Rec",2,"Recovering"
2020-07-06,"Powys Teaching Health Board","C19_Sus",0,"Suspected"
2020-07-06,"Powys Teaching Health Board","NonC19",97,NA
2020-07-06,"Velindre University NHS Trust","All",13,NA
2020-07-06,"Velindre University NHS Trust","C19",0,"All"
2020-07-06,"Velindre University NHS Trust","C19_Con",0,"Confirmed"
2020-07-06,"Velindre University NHS Trust","C19_Rec",0,"Recovering"
2020-07-06,"Velindre University NHS Trust","C19_Sus",0,"Suspected"
2020-07-06,"Velindre University NHS Trust","NonC19",13,NA
2020-07-06,"Wales","All",6396,NA
2020-07-06,"Wales","C19",502,"All"
2020-07-06,"Wales","C19_Con",115,"Confirmed"
2020-07-06,"Wales","C19_Rec",242,"Recovering"
2020-07-06,"Wales","C19_Sus",145,"Suspected"
2020-07-06,"Wales","NonC19",5894,NA
2020-07-07,"Betsi Cadwaladr University Health Board","All",1493,NA
2020-07-07,"Betsi Cadwaladr University Health Board","C19",187,"All"
2020-07-07,"Betsi Cadwaladr University Health Board","C19_Con",48,"Confirmed"
2020-07-07,"Betsi Cadwaladr University Health Board","C19_Rec",84,"Recovering"
2020-07-07,"Betsi Cadwaladr University Health Board","C19_Sus",55,"Suspected"
2020-07-07,"Betsi Cadwaladr University Health Board","NonC19",1306,NA
2020-07-07,"Hywel Dda University Health Board","All",778,NA
2020-07-07,"Hywel Dda University Health Board","C19",31,"All"
2020-07-07,"Hywel Dda University Health Board","C19_Con",1,"Confirmed"
2020-07-07,"Hywel Dda University Health Board","C19_Rec",0,"Recovering"
2020-07-07,"Hywel Dda University Health Board","C19_Sus",30,"Suspected"
2020-07-07,"Hywel Dda University Health Board","NonC19",747,NA
2020-07-07,"Abertawe Bro Morgannwg University Health Board","All",709,NA
2020-07-07,"Abertawe Bro Morgannwg University Health Board","C19",23,"All"
2020-07-07,"Abertawe Bro Morgannwg University Health Board","C19_Con",1,"Confirmed"
2020-07-07,"Abertawe Bro Morgannwg University Health Board","C19_Rec",11,"Recovering"
2020-07-07,"Abertawe Bro Morgannwg University Health Board","C19_Sus",11,"Suspected"
2020-07-07,"Abertawe Bro Morgannwg University Health Board","NonC19",686,NA
2020-07-07,"Cardiff and Vale University Health Board","All",1172,NA
2020-07-07,"Cardiff and Vale University Health Board","C19",174,"All"
2020-07-07,"Cardiff and Vale University Health Board","C19_Con",44,"Confirmed"
2020-07-07,"Cardiff and Vale University Health Board","C19_Rec",113,"Recovering"
2020-07-07,"Cardiff and Vale University Health Board","C19_Sus",17,"Suspected"
2020-07-07,"Cardiff and Vale University Health Board","NonC19",998,NA
2020-07-07,"Cwm Taf University Health Board","All",1019,NA
2020-07-07,"Cwm Taf University Health Board","C19",47,"All"
2020-07-07,"Cwm Taf University Health Board","C19_Con",7,"Confirmed"
2020-07-07,"Cwm Taf University Health Board","C19_Rec",24,"Recovering"
2020-07-07,"Cwm Taf University Health Board","C19_Sus",16,"Suspected"
2020-07-07,"Cwm Taf University Health Board","NonC19",972,NA
2020-07-07,"Aneurin Bevan University Health Board","All",1063,NA
2020-07-07,"Aneurin Bevan University Health Board","C19",62,"All"
2020-07-07,"Aneurin Bevan University Health Board","C19_Con",6,"Confirmed"
2020-07-07,"Aneurin Bevan University Health Board","C19_Rec",16,"Recovering"
2020-07-07,"Aneurin Bevan University Health Board","C19_Sus",40,"Suspected"
2020-07-07,"Aneurin Bevan University Health Board","NonC19",1001,NA
2020-07-07,"Powys Teaching Health Board","All",101,NA
2020-07-07,"Powys Teaching Health Board","C19",4,"All"
2020-07-07,"Powys Teaching Health Board","C19_Con",0,"Confirmed"
2020-07-07,"Powys Teaching Health Board","C19_Rec",2,"Recovering"
2020-07-07,"Powys Teaching Health Board","C19_Sus",2,"Suspected"
2020-07-07,"Powys Teaching Health Board","NonC19",97,NA
2020-07-07,"Velindre University NHS Trust","All",10,NA
2020-07-07,"Velindre University NHS Trust","C19",0,"All"
2020-07-07,"Velindre University NHS Trust","C19_Con",0,"Confirmed"
2020-07-07,"Velindre University NHS Trust","C19_Rec",0,"Recovering"
2020-07-07,"Velindre University NHS Trust","C19_Sus",0,"Suspected"
2020-07-07,"Velindre University NHS Trust","NonC19",10,NA
2020-07-07,"Wales","All",6345,NA
2020-07-07,"Wales","C19",528,"All"
2020-07-07,"Wales","C19_Con",107,"Confirmed"
2020-07-07,"Wales","C19_Rec",250,"Recovering"
2020-07-07,"Wales","C19_Sus",171,"Suspected"
2020-07-07,"Wales","NonC19",5817,NA
2020-07-08,"Betsi Cadwaladr University Health Board","All",1524,NA
2020-07-08,"Betsi Cadwaladr University Health Board","C19",176,"All"
2020-07-08,"Betsi Cadwaladr University Health Board","C19_Con",42,"Confirmed"
2020-07-08,"Betsi Cadwaladr University Health Board","C19_Rec",88,"Recovering"
2020-07-08,"Betsi Cadwaladr University Health Board","C19_Sus",46,"Suspected"
2020-07-08,"Betsi Cadwaladr University Health Board","NonC19",1348,NA
2020-07-08,"Hywel Dda University Health Board","All",756,NA
2020-07-08,"Hywel Dda University Health Board","C19",12,"All"
2020-07-08,"Hywel Dda University Health Board","C19_Con",1,"Confirmed"
2020-07-08,"Hywel Dda University Health Board","C19_Rec",0,"Recovering"
2020-07-08,"Hywel Dda University Health Board","C19_Sus",11,"Suspected"
2020-07-08,"Hywel Dda University Health Board","NonC19",744,NA
2020-07-08,"Abertawe Bro Morgannwg University Health Board","All",746,NA
2020-07-08,"Abertawe Bro Morgannwg University Health Board","C19",20,"All"
2020-07-08,"Abertawe Bro Morgannwg University Health Board","C19_Con",0,"Confirmed"
2020-07-08,"Abertawe Bro Morgannwg University Health Board","C19_Rec",11,"Recovering"
2020-07-08,"Abertawe Bro Morgannwg University Health Board","C19_Sus",9,"Suspected"
2020-07-08,"Abertawe Bro Morgannwg University Health Board","NonC19",726,NA
2020-07-08,"Cardiff and Vale University Health Board","All",1198,NA
2020-07-08,"Cardiff and Vale University Health Board","C19",175,"All"
2020-07-08,"Cardiff and Vale University Health Board","C19_Con",42,"Confirmed"
2020-07-08,"Cardiff and Vale University Health Board","C19_Rec",115,"Recovering"
2020-07-08,"Cardiff and Vale University Health Board","C19_Sus",18,"Suspected"
2020-07-08,"Cardiff and Vale University Health Board","NonC19",1023,NA
2020-07-08,"Cwm Taf University Health Board","All",1022,NA
2020-07-08,"Cwm Taf University Health Board","C19",53,"All"
2020-07-08,"Cwm Taf University Health Board","C19_Con",6,"Confirmed"
2020-07-08,"Cwm Taf University Health Board","C19_Rec",24,"Recovering"
2020-07-08,"Cwm Taf University Health Board","C19_Sus",23,"Suspected"
2020-07-08,"Cwm Taf University Health Board","NonC19",969,NA
2020-07-08,"Aneurin Bevan University Health Board","All",1059,NA
2020-07-08,"Aneurin Bevan University Health Board","C19",72,"All"
2020-07-08,"Aneurin Bevan University Health Board","C19_Con",6,"Confirmed"
2020-07-08,"Aneurin Bevan University Health Board","C19_Rec",16,"Recovering"
2020-07-08,"Aneurin Bevan University Health Board","C19_Sus",50,"Suspected"
2020-07-08,"Aneurin Bevan University Health Board","NonC19",987,NA
2020-07-08,"Powys Teaching Health Board","All",98,NA
2020-07-08,"Powys Teaching Health Board","C19",4,"All"
2020-07-08,"Powys Teaching Health Board","C19_Con",0,"Confirmed"
2020-07-08,"Powys Teaching Health Board","C19_Rec",2,"Recovering"
2020-07-08,"Powys Teaching Health Board","C19_Sus",2,"Suspected"
2020-07-08,"Powys Teaching Health Board","NonC19",94,NA
2020-07-08,"Velindre University NHS Trust","All",12,NA
2020-07-08,"Velindre University NHS Trust","C19",0,"All"
2020-07-08,"Velindre University NHS Trust","C19_Con",0,"Confirmed"
2020-07-08,"Velindre University NHS Trust","C19_Rec",0,"Recovering"
2020-07-08,"Velindre University NHS Trust","C19_Sus",0,"Suspected"
2020-07-08,"Velindre University NHS Trust","NonC19",12,NA
2020-07-08,"Wales","All",6415,NA
2020-07-08,"Wales","C19",512,"All"
2020-07-08,"Wales","C19_Con",97,"Confirmed"
2020-07-08,"Wales","C19_Rec",256,"Recovering"
2020-07-08,"Wales","C19_Sus",159,"Suspected"
2020-07-08,"Wales","NonC19",5903,NA
2020-07-09,"Betsi Cadwaladr University Health Board","All",1532,NA
2020-07-09,"Betsi Cadwaladr University Health Board","C19",179,"All"
2020-07-09,"Betsi Cadwaladr University Health Board","C19_Con",44,"Confirmed"
2020-07-09,"Betsi Cadwaladr University Health Board","C19_Rec",87,"Recovering"
2020-07-09,"Betsi Cadwaladr University Health Board","C19_Sus",48,"Suspected"
2020-07-09,"Betsi Cadwaladr University Health Board","NonC19",1353,NA
2020-07-09,"Hywel Dda University Health Board","All",744,NA
2020-07-09,"Hywel Dda University Health Board","C19",13,"All"
2020-07-09,"Hywel Dda University Health Board","C19_Con",1,"Confirmed"
2020-07-09,"Hywel Dda University Health Board","C19_Rec",0,"Recovering"
2020-07-09,"Hywel Dda University Health Board","C19_Sus",12,"Suspected"
2020-07-09,"Hywel Dda University Health Board","NonC19",731,NA
2020-07-09,"Abertawe Bro Morgannwg University Health Board","All",730,NA
2020-07-09,"Abertawe Bro Morgannwg University Health Board","C19",20,"All"
2020-07-09,"Abertawe Bro Morgannwg University Health Board","C19_Con",0,"Confirmed"
2020-07-09,"Abertawe Bro Morgannwg University Health Board","C19_Rec",11,"Recovering"
2020-07-09,"Abertawe Bro Morgannwg University Health Board","C19_Sus",9,"Suspected"
2020-07-09,"Abertawe Bro Morgannwg University Health Board","NonC19",710,NA
2020-07-09,"Cardiff and Vale University Health Board","All",1225,NA
2020-07-09,"Cardiff and Vale University Health Board","C19",176,"All"
2020-07-09,"Cardiff and Vale University Health Board","C19_Con",40,"Confirmed"
2020-07-09,"Cardiff and Vale University Health Board","C19_Rec",111,"Recovering"
2020-07-09,"Cardiff and Vale University Health Board","C19_Sus",25,"Suspected"
2020-07-09,"Cardiff and Vale University Health Board","NonC19",1049,NA
2020-07-09,"Cwm Taf University Health Board","All",999,NA
2020-07-09,"Cwm Taf University Health Board","C19",54,"All"
2020-07-09,"Cwm Taf University Health Board","C19_Con",5,"Confirmed"
2020-07-09,"Cwm Taf University Health Board","C19_Rec",25,"Recovering"
2020-07-09,"Cwm Taf University Health Board","C19_Sus",24,"Suspected"
2020-07-09,"Cwm Taf University Health Board","NonC19",945,NA
2020-07-09,"Aneurin Bevan University Health Board","All",1036,NA
2020-07-09,"Aneurin Bevan University Health Board","C19",62,"All"
2020-07-09,"Aneurin Bevan University Health Board","C19_Con",5,"Confirmed"
2020-07-09,"Aneurin Bevan University Health Board","C19_Rec",15,"Recovering"
2020-07-09,"Aneurin Bevan University Health Board","C19_Sus",42,"Suspected"
2020-07-09,"Aneurin Bevan University Health Board","NonC19",974,NA
2020-07-09,"Powys Teaching Health Board","All",101,NA
2020-07-09,"Powys Teaching Health Board","C19",4,"All"
2020-07-09,"Powys Teaching Health Board","C19_Con",0,"Confirmed"
2020-07-09,"Powys Teaching Health Board","C19_Rec",2,"Recovering"
2020-07-09,"Powys Teaching Health Board","C19_Sus",2,"Suspected"
2020-07-09,"Powys Teaching Health Board","NonC19",97,NA
2020-07-09,"Velindre University NHS Trust","All",17,NA
2020-07-09,"Velindre University NHS Trust","C19",0,"All"
2020-07-09,"Velindre University NHS Trust","C19_Con",0,"Confirmed"
2020-07-09,"Velindre University NHS Trust","C19_Rec",0,"Recovering"
2020-07-09,"Velindre University NHS Trust","C19_Sus",0,"Suspected"
2020-07-09,"Velindre University NHS Trust","NonC19",17,NA
2020-07-09,"Wales","All",6384,NA
2020-07-09,"Wales","C19",508,"All"
2020-07-09,"Wales","C19_Con",95,"Confirmed"
2020-07-09,"Wales","C19_Rec",251,"Recovering"
2020-07-09,"Wales","C19_Sus",162,"Suspected"
2020-07-09,"Wales","NonC19",5876,NA
2020-07-10,"Betsi Cadwaladr University Health Board","All",1706,NA
2020-07-10,"Betsi Cadwaladr University Health Board","C19",166,"All"
2020-07-10,"Betsi Cadwaladr University Health Board","C19_Con",40,"Confirmed"
2020-07-10,"Betsi Cadwaladr University Health Board","C19_Rec",79,"Recovering"
2020-07-10,"Betsi Cadwaladr University Health Board","C19_Sus",47,"Suspected"
2020-07-10,"Betsi Cadwaladr University Health Board","NonC19",1540,NA
2020-07-10,"Hywel Dda University Health Board","All",814,NA
2020-07-10,"Hywel Dda University Health Board","C19",13,"All"
2020-07-10,"Hywel Dda University Health Board","C19_Con",1,"Confirmed"
2020-07-10,"Hywel Dda University Health Board","C19_Rec",0,"Recovering"
2020-07-10,"Hywel Dda University Health Board","C19_Sus",12,"Suspected"
2020-07-10,"Hywel Dda University Health Board","NonC19",801,NA
2020-07-10,"Abertawe Bro Morgannwg University Health Board","All",978,NA
2020-07-10,"Abertawe Bro Morgannwg University Health Board","C19",24,"All"
2020-07-10,"Abertawe Bro Morgannwg University Health Board","C19_Con",0,"Confirmed"
2020-07-10,"Abertawe Bro Morgannwg University Health Board","C19_Rec",10,"Recovering"
2020-07-10,"Abertawe Bro Morgannwg University Health Board","C19_Sus",14,"Suspected"
2020-07-10,"Abertawe Bro Morgannwg University Health Board","NonC19",954,NA
2020-07-10,"Cardiff and Vale University Health Board","All",1206,NA
2020-07-10,"Cardiff and Vale University Health Board","C19",171,"All"
2020-07-10,"Cardiff and Vale University Health Board","C19_Con",34,"Confirmed"
2020-07-10,"Cardiff and Vale University Health Board","C19_Rec",116,"Recovering"
2020-07-10,"Cardiff and Vale University Health Board","C19_Sus",21,"Suspected"
2020-07-10,"Cardiff and Vale University Health Board","NonC19",1035,NA
2020-07-10,"Cwm Taf University Health Board","All",1176,NA
2020-07-10,"Cwm Taf University Health Board","C19",53,"All"
2020-07-10,"Cwm Taf University Health Board","C19_Con",4,"Confirmed"
2020-07-10,"Cwm Taf University Health Board","C19_Rec",27,"Recovering"
2020-07-10,"Cwm Taf University Health Board","C19_Sus",22,"Suspected"
2020-07-10,"Cwm Taf University Health Board","NonC19",1123,NA
2020-07-10,"Aneurin Bevan University Health Board","All",1173,NA
2020-07-10,"Aneurin Bevan University Health Board","C19",54,"All"
2020-07-10,"Aneurin Bevan University Health Board","C19_Con",6,"Confirmed"
2020-07-10,"Aneurin Bevan University Health Board","C19_Rec",14,"Recovering"
2020-07-10,"Aneurin Bevan University Health Board","C19_Sus",34,"Suspected"
2020-07-10,"Aneurin Bevan University Health Board","NonC19",1119,NA
2020-07-10,"Powys Teaching Health Board","All",122,NA
2020-07-10,"Powys Teaching Health Board","C19",4,"All"
2020-07-10,"Powys Teaching Health Board","C19_Con",0,"Confirmed"
2020-07-10,"Powys Teaching Health Board","C19_Rec",2,"Recovering"
2020-07-10,"Powys Teaching Health Board","C19_Sus",2,"Suspected"
2020-07-10,"Powys Teaching Health Board","NonC19",118,NA
2020-07-10,"Velindre University NHS Trust","All",17,NA
2020-07-10,"Velindre University NHS Trust","C19",0,"All"
2020-07-10,"Velindre University NHS Trust","C19_Con",0,"Confirmed"
2020-07-10,"Velindre University NHS Trust","C19_Rec",0,"Recovering"
2020-07-10,"Velindre University NHS Trust","C19_Sus",0,"Suspected"
2020-07-10,"Velindre University NHS Trust","NonC19",17,NA
2020-07-10,"Wales","All",7192,NA
2020-07-10,"Wales","C19",485,"All"
2020-07-10,"Wales","C19_Con",85,"Confirmed"
2020-07-10,"Wales","C19_Rec",248,"Recovering"
2020-07-10,"Wales","C19_Sus",152,"Suspected"
2020-07-10,"Wales","NonC19",6707,NA
2020-07-11,"Betsi Cadwaladr University Health Board","All",1695,NA
2020-07-11,"Betsi Cadwaladr University Health Board","C19",155,"All"
2020-07-11,"Betsi Cadwaladr University Health Board","C19_Con",39,"Confirmed"
2020-07-11,"Betsi Cadwaladr University Health Board","C19_Rec",76,"Recovering"
2020-07-11,"Betsi Cadwaladr University Health Board","C19_Sus",40,"Suspected"
2020-07-11,"Betsi Cadwaladr University Health Board","NonC19",1540,NA
2020-07-11,"Hywel Dda University Health Board","All",804,NA
2020-07-11,"Hywel Dda University Health Board","C19",16,"All"
2020-07-11,"Hywel Dda University Health Board","C19_Con",1,"Confirmed"
2020-07-11,"Hywel Dda University Health Board","C19_Rec",0,"Recovering"
2020-07-11,"Hywel Dda University Health Board","C19_Sus",15,"Suspected"
2020-07-11,"Hywel Dda University Health Board","NonC19",788,NA
2020-07-11,"Abertawe Bro Morgannwg University Health Board","All",979,NA
2020-07-11,"Abertawe Bro Morgannwg University Health Board","C19",21,"All"
2020-07-11,"Abertawe Bro Morgannwg University Health Board","C19_Con",1,"Confirmed"
2020-07-11,"Abertawe Bro Morgannwg University Health Board","C19_Rec",8,"Recovering"
2020-07-11,"Abertawe Bro Morgannwg University Health Board","C19_Sus",12,"Suspected"
2020-07-11,"Abertawe Bro Morgannwg University Health Board","NonC19",958,NA
2020-07-11,"Cardiff and Vale University Health Board","All",1193,NA
2020-07-11,"Cardiff and Vale University Health Board","C19",166,"All"
2020-07-11,"Cardiff and Vale University Health Board","C19_Con",31,"Confirmed"
2020-07-11,"Cardiff and Vale University Health Board","C19_Rec",119,"Recovering"
2020-07-11,"Cardiff and Vale University Health Board","C19_Sus",16,"Suspected"
2020-07-11,"Cardiff and Vale University Health Board","NonC19",1027,NA
2020-07-11,"Cwm Taf University Health Board","All",1186,NA
2020-07-11,"Cwm Taf University Health Board","C19",56,"All"
2020-07-11,"Cwm Taf University Health Board","C19_Con",4,"Confirmed"
2020-07-11,"Cwm Taf University Health Board","C19_Rec",26,"Recovering"
2020-07-11,"Cwm Taf University Health Board","C19_Sus",26,"Suspected"
2020-07-11,"Cwm Taf University Health Board","NonC19",1130,NA
2020-07-11,"Aneurin Bevan University Health Board","All",1125,NA
2020-07-11,"Aneurin Bevan University Health Board","C19",52,"All"
2020-07-11,"Aneurin Bevan University Health Board","C19_Con",5,"Confirmed"
2020-07-11,"Aneurin Bevan University Health Board","C19_Rec",15,"Recovering"
2020-07-11,"Aneurin Bevan University Health Board","C19_Sus",32,"Suspected"
2020-07-11,"Aneurin Bevan University Health Board","NonC19",1073,NA
2020-07-11,"Powys Teaching Health Board","All",127,NA
2020-07-11,"Powys Teaching Health Board","C19",5,"All"
2020-07-11,"Powys Teaching Health Board","C19_Con",1,"Confirmed"
2020-07-11,"Powys Teaching Health Board","C19_Rec",2,"Recovering"
2020-07-11,"Powys Teaching Health Board","C19_Sus",2,"Suspected"
2020-07-11,"Powys Teaching Health Board","NonC19",122,NA
2020-07-11,"Velindre University NHS Trust","All",18,NA
2020-07-11,"Velindre University NHS Trust","C19",0,"All"
2020-07-11,"Velindre University NHS Trust","C19_Con",0,"Confirmed"
2020-07-11,"Velindre University NHS Trust","C19_Rec",0,"Recovering"
2020-07-11,"Velindre University NHS Trust","C19_Sus",0,"Suspected"
2020-07-11,"Velindre University NHS Trust","NonC19",18,NA
2020-07-11,"Wales","All",7127,NA
2020-07-11,"Wales","C19",471,"All"
2020-07-11,"Wales","C19_Con",82,"Confirmed"
2020-07-11,"Wales","C19_Rec",246,"Recovering"
2020-07-11,"Wales","C19_Sus",143,"Suspected"
2020-07-11,"Wales","NonC19",6656,NA
2020-07-12,"Betsi Cadwaladr University Health Board","All",1748,NA
2020-07-12,"Betsi Cadwaladr University Health Board","C19",169,"All"
2020-07-12,"Betsi Cadwaladr University Health Board","C19_Con",45,"Confirmed"
2020-07-12,"Betsi Cadwaladr University Health Board","C19_Rec",72,"Recovering"
2020-07-12,"Betsi Cadwaladr University Health Board","C19_Sus",52,"Suspected"
2020-07-12,"Betsi Cadwaladr University Health Board","NonC19",1579,NA
2020-07-12,"Hywel Dda University Health Board","All",800,NA
2020-07-12,"Hywel Dda University Health Board","C19",11,"All"
2020-07-12,"Hywel Dda University Health Board","C19_Con",1,"Confirmed"
