"date","health_board","lockdown_status","hosp_type","covid_status","count"
2020-05-23,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",94
2020-05-23,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,688
2020-05-24,"Cwm Taf University Health Board","No local lockdowns","All",NA,886
2020-05-24,"Cwm Taf University Health Board","No local lockdowns","C19","All",177
2020-05-24,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",103
2020-05-24,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",74
2020-05-24,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,709
2020-05-25,"Cwm Taf University Health Board","No local lockdowns","All",NA,874
2020-05-25,"Cwm Taf University Health Board","No local lockdowns","C19","All",164
2020-05-25,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",104
2020-05-25,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",60
2020-05-25,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,710
2020-05-26,"Cwm Taf University Health Board","No local lockdowns","All",NA,967
2020-05-26,"Cwm Taf University Health Board","No local lockdowns","C19","All",210
2020-05-26,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",79
2020-05-26,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",75
2020-05-26,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",56
2020-05-26,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,757
2020-05-27,"Cwm Taf University Health Board","No local lockdowns","All",NA,983
2020-05-27,"Cwm Taf University Health Board","No local lockdowns","C19","All",225
2020-05-27,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",70
2020-05-27,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",79
2020-05-27,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",76
2020-05-27,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,758
2020-05-28,"Cwm Taf University Health Board","No local lockdowns","All",NA,984
2020-05-28,"Cwm Taf University Health Board","No local lockdowns","C19","All",245
2020-05-28,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",75
2020-05-28,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",82
2020-05-28,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",88
2020-05-28,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,739
2020-05-29,"Cwm Taf University Health Board","No local lockdowns","All",NA,955
2020-05-29,"Cwm Taf University Health Board","No local lockdowns","C19","All",217
2020-05-29,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",64
2020-05-29,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",77
2020-05-29,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",76
2020-05-29,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,738
2020-05-30,"Cwm Taf University Health Board","No local lockdowns","All",NA,949
2020-05-30,"Cwm Taf University Health Board","No local lockdowns","C19","All",213
2020-05-30,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",70
2020-05-30,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",78
2020-05-30,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",65
2020-05-30,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,736
2020-05-31,"Cwm Taf University Health Board","No local lockdowns","All",NA,966
2020-05-31,"Cwm Taf University Health Board","No local lockdowns","C19","All",207
2020-05-31,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",71
2020-05-31,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",90
2020-05-31,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",46
2020-05-31,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,759
2020-06-01,"Cwm Taf University Health Board","No local lockdowns","All",NA,977
2020-06-01,"Cwm Taf University Health Board","No local lockdowns","C19","All",200
2020-06-01,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",65
2020-06-01,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",85
2020-06-01,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",50
2020-06-01,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,777
2020-06-02,"Cwm Taf University Health Board","No local lockdowns","All",NA,941
2020-06-02,"Cwm Taf University Health Board","No local lockdowns","C19","All",211
2020-06-02,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",74
2020-06-02,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",85
2020-06-02,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",52
2020-06-02,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,730
2020-06-03,"Cwm Taf University Health Board","No local lockdowns","All",NA,884
2020-06-03,"Cwm Taf University Health Board","No local lockdowns","C19","All",208
2020-06-03,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",78
2020-06-03,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",89
2020-06-03,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",41
2020-06-03,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,676
2020-06-04,"Cwm Taf University Health Board","No local lockdowns","All",NA,931
2020-06-04,"Cwm Taf University Health Board","No local lockdowns","C19","All",188
2020-06-04,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",64
2020-06-04,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",69
2020-06-04,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",55
2020-06-04,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,731
2020-06-05,"Cwm Taf University Health Board","No local lockdowns","All",NA,888
2020-06-05,"Cwm Taf University Health Board","No local lockdowns","C19","All",170
2020-06-05,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",48
2020-06-05,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",81
2020-06-05,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",41
2020-06-05,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,718
2020-06-06,"Cwm Taf University Health Board","No local lockdowns","All",NA,871
2020-06-06,"Cwm Taf University Health Board","No local lockdowns","C19","All",183
2020-06-06,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",45
2020-06-06,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",73
2020-06-06,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",65
2020-06-06,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,688
2020-06-07,"Cwm Taf University Health Board","No local lockdowns","All",NA,893
2020-06-07,"Cwm Taf University Health Board","No local lockdowns","C19","All",179
2020-06-07,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",46
2020-06-07,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",75
2020-06-07,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",58
2020-06-07,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,714
2020-06-08,"Cwm Taf University Health Board","No local lockdowns","All",NA,952
2020-06-08,"Cwm Taf University Health Board","No local lockdowns","C19","All",165
2020-06-08,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",36
2020-06-08,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",82
2020-06-08,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",47
2020-06-08,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,787
2020-06-09,"Cwm Taf University Health Board","No local lockdowns","All",NA,955
2020-06-09,"Cwm Taf University Health Board","No local lockdowns","C19","All",175
2020-06-09,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",38
2020-06-09,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",82
2020-06-09,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",55
2020-06-09,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,780
2020-06-10,"Cwm Taf University Health Board","No local lockdowns","All",NA,926
2020-06-10,"Cwm Taf University Health Board","No local lockdowns","C19","All",174
2020-06-10,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",30
2020-06-10,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",85
2020-06-10,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",59
2020-06-10,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,752
2020-06-11,"Cwm Taf University Health Board","No local lockdowns","All",NA,925
2020-06-11,"Cwm Taf University Health Board","No local lockdowns","C19","All",149
2020-06-11,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",23
2020-06-11,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",90
2020-06-11,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",36
2020-06-11,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,776
2020-06-12,"Cwm Taf University Health Board","No local lockdowns","All",NA,901
2020-06-12,"Cwm Taf University Health Board","No local lockdowns","C19","All",152
2020-06-12,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",21
2020-06-12,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",89
2020-06-12,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",42
2020-06-12,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,749
2020-06-13,"Cwm Taf University Health Board","No local lockdowns","All",NA,897
2020-06-13,"Cwm Taf University Health Board","No local lockdowns","C19","All",143
2020-06-13,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",19
2020-06-13,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",63
2020-06-13,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",61
2020-06-13,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,754
2020-06-14,"Cwm Taf University Health Board","No local lockdowns","All",NA,877
2020-06-14,"Cwm Taf University Health Board","No local lockdowns","C19","All",129
2020-06-14,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",18
2020-06-14,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",63
2020-06-14,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",48
2020-06-14,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,748
2020-06-15,"Cwm Taf University Health Board","No local lockdowns","All",NA,980
2020-06-15,"Cwm Taf University Health Board","No local lockdowns","C19","All",138
2020-06-15,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",21
2020-06-15,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",77
2020-06-15,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",40
2020-06-15,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,842
2020-06-16,"Cwm Taf University Health Board","No local lockdowns","All",NA,991
2020-06-16,"Cwm Taf University Health Board","No local lockdowns","C19","All",140
2020-06-16,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",22
2020-06-16,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",76
2020-06-16,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",42
2020-06-16,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,851
2020-06-17,"Cwm Taf University Health Board","No local lockdowns","All",NA,988
2020-06-17,"Cwm Taf University Health Board","No local lockdowns","C19","All",131
2020-06-17,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",13
2020-06-17,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",75
2020-06-17,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",43
2020-06-17,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,857
2020-06-18,"Cwm Taf University Health Board","No local lockdowns","All",NA,991
2020-06-18,"Cwm Taf University Health Board","No local lockdowns","C19","All",118
2020-06-18,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",13
2020-06-18,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",58
2020-06-18,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",47
2020-06-18,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,873
2020-06-19,"Cwm Taf University Health Board","No local lockdowns","All",NA,984
2020-06-19,"Cwm Taf University Health Board","No local lockdowns","C19","All",123
2020-06-19,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",14
2020-06-19,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",67
2020-06-19,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",42
2020-06-19,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,861
2020-06-20,"Cwm Taf University Health Board","No local lockdowns","All",NA,995
2020-06-20,"Cwm Taf University Health Board","No local lockdowns","C19","All",97
2020-06-20,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",11
2020-06-20,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",50
2020-06-20,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",36
2020-06-20,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,898
2020-06-21,"Cwm Taf University Health Board","No local lockdowns","All",NA,998
2020-06-21,"Cwm Taf University Health Board","No local lockdowns","C19","All",91
2020-06-21,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",12
2020-06-21,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",48
2020-06-21,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",31
2020-06-21,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,907
2020-06-22,"Cwm Taf University Health Board","No local lockdowns","All",NA,1025
2020-06-22,"Cwm Taf University Health Board","No local lockdowns","C19","All",101
2020-06-22,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",12
2020-06-22,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",53
2020-06-22,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",36
2020-06-22,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,924
2020-06-23,"Cwm Taf University Health Board","No local lockdowns","All",NA,1017
2020-06-23,"Cwm Taf University Health Board","No local lockdowns","C19","All",96
2020-06-23,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",9
2020-06-23,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",55
2020-06-23,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",32
2020-06-23,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,921
2020-06-24,"Cwm Taf University Health Board","No local lockdowns","All",NA,1003
2020-06-24,"Cwm Taf University Health Board","No local lockdowns","C19","All",90
2020-06-24,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",8
2020-06-24,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",47
2020-06-24,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",35
2020-06-24,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,913
2020-06-25,"Cwm Taf University Health Board","No local lockdowns","All",NA,998
2020-06-25,"Cwm Taf University Health Board","No local lockdowns","C19","All",96
2020-06-25,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",7
2020-06-25,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",47
2020-06-25,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",42
2020-06-25,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,902
2020-06-26,"Cwm Taf University Health Board","No local lockdowns","All",NA,1006
2020-06-26,"Cwm Taf University Health Board","No local lockdowns","C19","All",92
2020-06-26,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",4
2020-06-26,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",47
2020-06-26,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",41
2020-06-26,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,914
2020-06-27,"Cwm Taf University Health Board","No local lockdowns","All",NA,1027
2020-06-27,"Cwm Taf University Health Board","No local lockdowns","C19","All",66
2020-06-27,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",3
2020-06-27,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",28
2020-06-27,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",35
2020-06-27,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,961
2020-06-28,"Cwm Taf University Health Board","No local lockdowns","All",NA,1018
2020-06-28,"Cwm Taf University Health Board","No local lockdowns","C19","All",82
2020-06-28,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",5
2020-06-28,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",39
2020-06-28,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",38
2020-06-28,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,936
2020-06-29,"Cwm Taf University Health Board","No local lockdowns","All",NA,1064
2020-06-29,"Cwm Taf University Health Board","No local lockdowns","C19","All",84
2020-06-29,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",5
2020-06-29,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",42
2020-06-29,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",37
2020-06-29,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,980
2020-06-30,"Cwm Taf University Health Board","No local lockdowns","All",NA,1024
2020-06-30,"Cwm Taf University Health Board","No local lockdowns","C19","All",71
2020-06-30,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",6
2020-06-30,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",42
2020-06-30,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",23
2020-06-30,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,953
2020-07-01,"Cwm Taf University Health Board","No local lockdowns","All",NA,981
2020-07-01,"Cwm Taf University Health Board","No local lockdowns","C19","All",58
2020-07-01,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",8
2020-07-01,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",33
2020-07-01,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",17
2020-07-01,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,923
2020-07-02,"Cwm Taf University Health Board","No local lockdowns","All",NA,961
2020-07-02,"Cwm Taf University Health Board","No local lockdowns","C19","All",62
2020-07-02,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",6
2020-07-02,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",34
2020-07-02,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",22
2020-07-02,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,899
2020-07-03,"Cwm Taf University Health Board","No local lockdowns","All",NA,965
2020-07-03,"Cwm Taf University Health Board","No local lockdowns","C19","All",61
2020-07-03,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",5
2020-07-03,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",32
2020-07-03,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",24
2020-07-03,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,904
2020-07-04,"Cwm Taf University Health Board","No local lockdowns","All",NA,903
2020-07-04,"Cwm Taf University Health Board","No local lockdowns","C19","All",66
2020-07-04,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",10
2020-07-04,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",27
2020-07-04,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",29
2020-07-04,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,837
2020-07-05,"Cwm Taf University Health Board","No local lockdowns","All",NA,990
2020-07-05,"Cwm Taf University Health Board","No local lockdowns","C19","All",51
2020-07-05,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",7
2020-07-05,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",26
2020-07-05,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",18
2020-07-05,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,939
2020-07-06,"Cwm Taf University Health Board","No local lockdowns","All",NA,1013
2020-07-06,"Cwm Taf University Health Board","No local lockdowns","C19","All",55
2020-07-06,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",7
2020-07-06,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",24
2020-07-06,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",24
2020-07-06,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,958
2020-07-07,"Cwm Taf University Health Board","No local lockdowns","All",NA,1019
2020-07-07,"Cwm Taf University Health Board","No local lockdowns","C19","All",47
2020-07-07,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",7
2020-07-07,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",24
2020-07-07,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",16
2020-07-07,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,972
2020-07-08,"Cwm Taf University Health Board","No local lockdowns","All",NA,1022
2020-07-08,"Cwm Taf University Health Board","No local lockdowns","C19","All",53
2020-07-08,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",6
2020-07-08,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",24
2020-07-08,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",23
2020-07-08,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,969
2020-07-09,"Cwm Taf University Health Board","No local lockdowns","All",NA,999
2020-07-09,"Cwm Taf University Health Board","No local lockdowns","C19","All",54
2020-07-09,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",5
2020-07-09,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",25
2020-07-09,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",24
2020-07-09,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,945
2020-07-10,"Cwm Taf University Health Board","No local lockdowns","All",NA,1176
2020-07-10,"Cwm Taf University Health Board","No local lockdowns","C19","All",53
2020-07-10,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",4
2020-07-10,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",27
2020-07-10,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",22
2020-07-10,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,1123
2020-07-11,"Cwm Taf University Health Board","No local lockdowns","All",NA,1186
2020-07-11,"Cwm Taf University Health Board","No local lockdowns","C19","All",56
2020-07-11,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",4
2020-07-11,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",26
2020-07-11,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",26
2020-07-11,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,1130
2020-07-12,"Cwm Taf University Health Board","No local lockdowns","All",NA,1207
2020-07-12,"Cwm Taf University Health Board","No local lockdowns","C19","All",51
2020-07-12,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",5
2020-07-12,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",26
2020-07-12,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",20
2020-07-12,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,1156
2020-07-13,"Cwm Taf University Health Board","No local lockdowns","All",NA,1220
2020-07-13,"Cwm Taf University Health Board","No local lockdowns","C19","All",58
2020-07-13,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",4
2020-07-13,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",27
2020-07-13,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",27
2020-07-13,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,1162
2020-07-14,"Cwm Taf University Health Board","No local lockdowns","All",NA,1211
2020-07-14,"Cwm Taf University Health Board","No local lockdowns","C19","All",48
2020-07-14,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",4
2020-07-14,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",30
2020-07-14,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",14
2020-07-14,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,1163
2020-07-15,"Cwm Taf University Health Board","No local lockdowns","All",NA,1234
2020-07-15,"Cwm Taf University Health Board","No local lockdowns","C19","All",45
2020-07-15,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",3
2020-07-15,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",28
2020-07-15,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",14
2020-07-15,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,1189
2020-07-16,"Cwm Taf University Health Board","No local lockdowns","All",NA,1218
2020-07-16,"Cwm Taf University Health Board","No local lockdowns","C19","All",47
2020-07-16,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",3
2020-07-16,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",28
2020-07-16,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",16
2020-07-16,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,1171
2020-07-17,"Cwm Taf University Health Board","No local lockdowns","All",NA,1235
2020-07-17,"Cwm Taf University Health Board","No local lockdowns","C19","All",46
2020-07-17,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",3
2020-07-17,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",27
2020-07-17,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",16
2020-07-17,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,1189
2020-07-18,"Cwm Taf University Health Board","No local lockdowns","All",NA,1241
2020-07-18,"Cwm Taf University Health Board","No local lockdowns","C19","All",42
2020-07-18,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",3
2020-07-18,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",27
2020-07-18,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",12
2020-07-18,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,1199
2020-07-19,"Cwm Taf University Health Board","No local lockdowns","All",NA,1235
2020-07-19,"Cwm Taf University Health Board","No local lockdowns","C19","All",43
2020-07-19,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",2
2020-07-19,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",27
2020-07-19,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",14
2020-07-19,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,1192
2020-07-20,"Cwm Taf University Health Board","No local lockdowns","All",NA,1257
2020-07-20,"Cwm Taf University Health Board","No local lockdowns","C19","All",46
2020-07-20,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",2
2020-07-20,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",28
2020-07-20,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",16
2020-07-20,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,1211
