"date","health_board","admission_type","count"
2020-08-05,"Powys Teaching Health Board","All",3
2020-08-05,"Velindre University NHS Trust","C19",0
2020-08-05,"Velindre University NHS Trust","NonC19",6
2020-08-05,"Velindre University NHS Trust","All",6
2020-08-05,"Wales","C19",74
2020-08-05,"Wales","NonC19",1018
2020-08-05,"Wales","All",1092
2020-08-06,"Betsi Cadwaladr University Health Board","C19",6
2020-08-06,"Betsi Cadwaladr University Health Board","NonC19",219
2020-08-06,"Betsi Cadwaladr University Health Board","All",225
2020-08-06,"Hywel Dda University Health Board","C19",9
2020-08-06,"Hywel Dda University Health Board","NonC19",118
2020-08-06,"Hywel Dda University Health Board","All",127
2020-08-06,"Abertawe Bro Morgannwg University Health Board","C19",5
2020-08-06,"Abertawe Bro Morgannwg University Health Board","NonC19",61
2020-08-06,"Abertawe Bro Morgannwg University Health Board","All",66
2020-08-06,"Cardiff and Vale University Health Board","C19",15
2020-08-06,"Cardiff and Vale University Health Board","NonC19",273
2020-08-06,"Cardiff and Vale University Health Board","All",288
2020-08-06,"Cwm Taf University Health Board","C19",4
2020-08-06,"Cwm Taf University Health Board","NonC19",123
2020-08-06,"Cwm Taf University Health Board","All",127
2020-08-06,"Aneurin Bevan University Health Board","C19",6
2020-08-06,"Aneurin Bevan University Health Board","NonC19",285
2020-08-06,"Aneurin Bevan University Health Board","All",291
2020-08-06,"Powys Teaching Health Board","C19",0
2020-08-06,"Powys Teaching Health Board","NonC19",4
2020-08-06,"Powys Teaching Health Board","All",4
2020-08-06,"Velindre University NHS Trust","C19",0
2020-08-06,"Velindre University NHS Trust","NonC19",2
2020-08-06,"Velindre University NHS Trust","All",2
2020-08-06,"Wales","C19",45
2020-08-06,"Wales","NonC19",1085
2020-08-06,"Wales","All",1130
2020-08-07,"Betsi Cadwaladr University Health Board","C19",28
2020-08-07,"Betsi Cadwaladr University Health Board","NonC19",196
2020-08-07,"Betsi Cadwaladr University Health Board","All",224
2020-08-07,"Hywel Dda University Health Board","C19",3
2020-08-07,"Hywel Dda University Health Board","NonC19",117
2020-08-07,"Hywel Dda University Health Board","All",120
2020-08-07,"Abertawe Bro Morgannwg University Health Board","C19",5
2020-08-07,"Abertawe Bro Morgannwg University Health Board","NonC19",74
2020-08-07,"Abertawe Bro Morgannwg University Health Board","All",79
2020-08-07,"Cardiff and Vale University Health Board","C19",7
2020-08-07,"Cardiff and Vale University Health Board","NonC19",241
2020-08-07,"Cardiff and Vale University Health Board","All",248
2020-08-07,"Cwm Taf University Health Board","C19",4
2020-08-07,"Cwm Taf University Health Board","NonC19",127
2020-08-07,"Cwm Taf University Health Board","All",131
2020-08-07,"Aneurin Bevan University Health Board","C19",6
2020-08-07,"Aneurin Bevan University Health Board","NonC19",273
2020-08-07,"Aneurin Bevan University Health Board","All",279
2020-08-07,"Powys Teaching Health Board","C19",0
2020-08-07,"Powys Teaching Health Board","NonC19",7
2020-08-07,"Powys Teaching Health Board","All",7
2020-08-07,"Velindre University NHS Trust","C19",0
2020-08-07,"Velindre University NHS Trust","NonC19",6
2020-08-07,"Velindre University NHS Trust","All",6
2020-08-07,"Wales","C19",53
2020-08-07,"Wales","NonC19",1041
2020-08-07,"Wales","All",1094
2020-08-08,"Betsi Cadwaladr University Health Board","C19",10
2020-08-08,"Betsi Cadwaladr University Health Board","NonC19",192
2020-08-08,"Betsi Cadwaladr University Health Board","All",202
2020-08-08,"Hywel Dda University Health Board","C19",7
2020-08-08,"Hywel Dda University Health Board","NonC19",131
2020-08-08,"Hywel Dda University Health Board","All",138
2020-08-08,"Abertawe Bro Morgannwg University Health Board","C19",4
2020-08-08,"Abertawe Bro Morgannwg University Health Board","NonC19",72
2020-08-08,"Abertawe Bro Morgannwg University Health Board","All",76
2020-08-08,"Cardiff and Vale University Health Board","C19",19
2020-08-08,"Cardiff and Vale University Health Board","NonC19",220
2020-08-08,"Cardiff and Vale University Health Board","All",239
2020-08-08,"Cwm Taf University Health Board","C19",5
2020-08-08,"Cwm Taf University Health Board","NonC19",107
2020-08-08,"Cwm Taf University Health Board","All",112
2020-08-08,"Aneurin Bevan University Health Board","C19",10
2020-08-08,"Aneurin Bevan University Health Board","NonC19",266
2020-08-08,"Aneurin Bevan University Health Board","All",276
2020-08-08,"Powys Teaching Health Board","C19",0
2020-08-08,"Powys Teaching Health Board","NonC19",3
2020-08-08,"Powys Teaching Health Board","All",3
2020-08-08,"Velindre University NHS Trust","C19",0
2020-08-08,"Velindre University NHS Trust","NonC19",5
2020-08-08,"Velindre University NHS Trust","All",5
2020-08-08,"Wales","C19",55
2020-08-08,"Wales","NonC19",996
2020-08-08,"Wales","All",1051
2020-08-09,"Betsi Cadwaladr University Health Board","C19",28
2020-08-09,"Betsi Cadwaladr University Health Board","NonC19",98
2020-08-09,"Betsi Cadwaladr University Health Board","All",126
2020-08-09,"Hywel Dda University Health Board","C19",6
2020-08-09,"Hywel Dda University Health Board","NonC19",87
2020-08-09,"Hywel Dda University Health Board","All",93
2020-08-09,"Abertawe Bro Morgannwg University Health Board","C19",2
2020-08-09,"Abertawe Bro Morgannwg University Health Board","NonC19",36
2020-08-09,"Abertawe Bro Morgannwg University Health Board","All",38
2020-08-09,"Cardiff and Vale University Health Board","C19",3
2020-08-09,"Cardiff and Vale University Health Board","NonC19",93
2020-08-09,"Cardiff and Vale University Health Board","All",96
2020-08-09,"Cwm Taf University Health Board","C19",5
2020-08-09,"Cwm Taf University Health Board","NonC19",80
2020-08-09,"Cwm Taf University Health Board","All",85
2020-08-09,"Aneurin Bevan University Health Board","C19",7
2020-08-09,"Aneurin Bevan University Health Board","NonC19",149
2020-08-09,"Aneurin Bevan University Health Board","All",156
2020-08-09,"Powys Teaching Health Board","C19",0
2020-08-09,"Powys Teaching Health Board","NonC19",0
2020-08-09,"Powys Teaching Health Board","All",0
2020-08-09,"Velindre University NHS Trust","C19",0
2020-08-09,"Velindre University NHS Trust","NonC19",0
2020-08-09,"Velindre University NHS Trust","All",0
2020-08-09,"Wales","C19",51
2020-08-09,"Wales","NonC19",543
2020-08-09,"Wales","All",594
2020-08-10,"Betsi Cadwaladr University Health Board","C19",14
2020-08-10,"Betsi Cadwaladr University Health Board","NonC19",117
2020-08-10,"Betsi Cadwaladr University Health Board","All",131
2020-08-10,"Hywel Dda University Health Board","C19",6
2020-08-10,"Hywel Dda University Health Board","NonC19",83
2020-08-10,"Hywel Dda University Health Board","All",89
2020-08-10,"Abertawe Bro Morgannwg University Health Board","C19",1
2020-08-10,"Abertawe Bro Morgannwg University Health Board","NonC19",57
2020-08-10,"Abertawe Bro Morgannwg University Health Board","All",58
2020-08-10,"Cardiff and Vale University Health Board","C19",4
2020-08-10,"Cardiff and Vale University Health Board","NonC19",102
2020-08-10,"Cardiff and Vale University Health Board","All",106
2020-08-10,"Cwm Taf University Health Board","C19",6
2020-08-10,"Cwm Taf University Health Board","NonC19",74
2020-08-10,"Cwm Taf University Health Board","All",80
2020-08-10,"Aneurin Bevan University Health Board","C19",0
2020-08-10,"Aneurin Bevan University Health Board","NonC19",162
2020-08-10,"Aneurin Bevan University Health Board","All",162
2020-08-10,"Powys Teaching Health Board","C19",0
2020-08-10,"Powys Teaching Health Board","NonC19",0
2020-08-10,"Powys Teaching Health Board","All",0
2020-08-10,"Velindre University NHS Trust","C19",0
2020-08-10,"Velindre University NHS Trust","NonC19",2
2020-08-10,"Velindre University NHS Trust","All",2
2020-08-10,"Wales","C19",31
2020-08-10,"Wales","NonC19",597
2020-08-10,"Wales","All",628
2020-08-11,"Betsi Cadwaladr University Health Board","C19",5
2020-08-11,"Betsi Cadwaladr University Health Board","NonC19",240
2020-08-11,"Betsi Cadwaladr University Health Board","All",245
2020-08-11,"Hywel Dda University Health Board","C19",1
2020-08-11,"Hywel Dda University Health Board","NonC19",142
2020-08-11,"Hywel Dda University Health Board","All",143
2020-08-11,"Abertawe Bro Morgannwg University Health Board","C19",6
2020-08-11,"Abertawe Bro Morgannwg University Health Board","NonC19",112
2020-08-11,"Abertawe Bro Morgannwg University Health Board","All",118
2020-08-11,"Cardiff and Vale University Health Board","C19",8
2020-08-11,"Cardiff and Vale University Health Board","NonC19",256
2020-08-11,"Cardiff and Vale University Health Board","All",264
2020-08-11,"Cwm Taf University Health Board","C19",19
2020-08-11,"Cwm Taf University Health Board","NonC19",118
2020-08-11,"Cwm Taf University Health Board","All",137
2020-08-11,"Aneurin Bevan University Health Board","C19",8
2020-08-11,"Aneurin Bevan University Health Board","NonC19",321
2020-08-11,"Aneurin Bevan University Health Board","All",329
2020-08-11,"Powys Teaching Health Board","C19",0
2020-08-11,"Powys Teaching Health Board","NonC19",4
2020-08-11,"Powys Teaching Health Board","All",4
2020-08-11,"Velindre University NHS Trust","C19",0
2020-08-11,"Velindre University NHS Trust","NonC19",9
2020-08-11,"Velindre University NHS Trust","All",9
2020-08-11,"Wales","C19",47
2020-08-11,"Wales","NonC19",1202
2020-08-11,"Wales","All",1249
2020-08-12,"Betsi Cadwaladr University Health Board","C19",6
2020-08-12,"Betsi Cadwaladr University Health Board","NonC19",190
2020-08-12,"Betsi Cadwaladr University Health Board","All",196
2020-08-12,"Hywel Dda University Health Board","C19",0
2020-08-12,"Hywel Dda University Health Board","NonC19",118
2020-08-12,"Hywel Dda University Health Board","All",118
2020-08-12,"Abertawe Bro Morgannwg University Health Board","C19",2
2020-08-12,"Abertawe Bro Morgannwg University Health Board","NonC19",95
2020-08-12,"Abertawe Bro Morgannwg University Health Board","All",97
2020-08-12,"Cardiff and Vale University Health Board","C19",24
2020-08-12,"Cardiff and Vale University Health Board","NonC19",259
2020-08-12,"Cardiff and Vale University Health Board","All",283
2020-08-12,"Cwm Taf University Health Board","C19",7
2020-08-12,"Cwm Taf University Health Board","NonC19",124
2020-08-12,"Cwm Taf University Health Board","All",131
2020-08-12,"Aneurin Bevan University Health Board","C19",6
2020-08-12,"Aneurin Bevan University Health Board","NonC19",281
2020-08-12,"Aneurin Bevan University Health Board","All",287
2020-08-12,"Powys Teaching Health Board","C19",0
2020-08-12,"Powys Teaching Health Board","NonC19",3
2020-08-12,"Powys Teaching Health Board","All",3
2020-08-12,"Velindre University NHS Trust","C19",0
2020-08-12,"Velindre University NHS Trust","NonC19",6
2020-08-12,"Velindre University NHS Trust","All",6
2020-08-12,"Wales","C19",45
2020-08-12,"Wales","NonC19",1076
2020-08-12,"Wales","All",1121
2020-08-13,"Betsi Cadwaladr University Health Board","C19",32
2020-08-13,"Betsi Cadwaladr University Health Board","NonC19",238
2020-08-13,"Betsi Cadwaladr University Health Board","All",270
2020-08-13,"Hywel Dda University Health Board","C19",1
2020-08-13,"Hywel Dda University Health Board","NonC19",126
2020-08-13,"Hywel Dda University Health Board","All",127
2020-08-13,"Abertawe Bro Morgannwg University Health Board","C19",2
2020-08-13,"Abertawe Bro Morgannwg University Health Board","NonC19",63
2020-08-13,"Abertawe Bro Morgannwg University Health Board","All",65
2020-08-13,"Cardiff and Vale University Health Board","C19",14
2020-08-13,"Cardiff and Vale University Health Board","NonC19",285
2020-08-13,"Cardiff and Vale University Health Board","All",299
2020-08-13,"Cwm Taf University Health Board","C19",0
2020-08-13,"Cwm Taf University Health Board","NonC19",129
2020-08-13,"Cwm Taf University Health Board","All",129
2020-08-13,"Aneurin Bevan University Health Board","C19",14
2020-08-13,"Aneurin Bevan University Health Board","NonC19",298
2020-08-13,"Aneurin Bevan University Health Board","All",312
2020-08-13,"Powys Teaching Health Board","C19",0
2020-08-13,"Powys Teaching Health Board","NonC19",3
2020-08-13,"Powys Teaching Health Board","All",3
2020-08-13,"Velindre University NHS Trust","C19",0
2020-08-13,"Velindre University NHS Trust","NonC19",5
2020-08-13,"Velindre University NHS Trust","All",5
2020-08-13,"Wales","C19",63
2020-08-13,"Wales","NonC19",1147
2020-08-13,"Wales","All",1210
2020-08-14,"Betsi Cadwaladr University Health Board","C19",11
2020-08-14,"Betsi Cadwaladr University Health Board","NonC19",164
2020-08-14,"Betsi Cadwaladr University Health Board","All",175
2020-08-14,"Hywel Dda University Health Board","C19",9
2020-08-14,"Hywel Dda University Health Board","NonC19",109
2020-08-14,"Hywel Dda University Health Board","All",118
2020-08-14,"Abertawe Bro Morgannwg University Health Board","C19",1
2020-08-14,"Abertawe Bro Morgannwg University Health Board","NonC19",52
2020-08-14,"Abertawe Bro Morgannwg University Health Board","All",53
2020-08-14,"Cardiff and Vale University Health Board","C19",11
2020-08-14,"Cardiff and Vale University Health Board","NonC19",271
2020-08-14,"Cardiff and Vale University Health Board","All",282
2020-08-14,"Cwm Taf University Health Board","C19",0
2020-08-14,"Cwm Taf University Health Board","NonC19",144
2020-08-14,"Cwm Taf University Health Board","All",144
2020-08-14,"Aneurin Bevan University Health Board","C19",7
2020-08-14,"Aneurin Bevan University Health Board","NonC19",282
2020-08-14,"Aneurin Bevan University Health Board","All",289
2020-08-14,"Powys Teaching Health Board","C19",0
2020-08-14,"Powys Teaching Health Board","NonC19",7
2020-08-14,"Powys Teaching Health Board","All",7
2020-08-14,"Velindre University NHS Trust","C19",0
2020-08-14,"Velindre University NHS Trust","NonC19",13
2020-08-14,"Velindre University NHS Trust","All",13
2020-08-14,"Wales","C19",39
2020-08-14,"Wales","NonC19",1042
2020-08-14,"Wales","All",1081
2020-08-15,"Betsi Cadwaladr University Health Board","C19",2
2020-08-15,"Betsi Cadwaladr University Health Board","NonC19",165
2020-08-15,"Betsi Cadwaladr University Health Board","All",167
2020-08-15,"Hywel Dda University Health Board","C19",12
2020-08-15,"Hywel Dda University Health Board","NonC19",96
2020-08-15,"Hywel Dda University Health Board","All",108
2020-08-15,"Abertawe Bro Morgannwg University Health Board","C19",0
2020-08-15,"Abertawe Bro Morgannwg University Health Board","NonC19",62
2020-08-15,"Abertawe Bro Morgannwg University Health Board","All",62
2020-08-15,"Cardiff and Vale University Health Board","C19",14
2020-08-15,"Cardiff and Vale University Health Board","NonC19",246
2020-08-15,"Cardiff and Vale University Health Board","All",260
2020-08-15,"Cwm Taf University Health Board","C19",12
2020-08-15,"Cwm Taf University Health Board","NonC19",132
2020-08-15,"Cwm Taf University Health Board","All",144
2020-08-15,"Aneurin Bevan University Health Board","C19",12
2020-08-15,"Aneurin Bevan University Health Board","NonC19",302
2020-08-15,"Aneurin Bevan University Health Board","All",314
2020-08-15,"Powys Teaching Health Board","C19",0
2020-08-15,"Powys Teaching Health Board","NonC19",4
2020-08-15,"Powys Teaching Health Board","All",4
2020-08-15,"Velindre University NHS Trust","C19",0
2020-08-15,"Velindre University NHS Trust","NonC19",9
2020-08-15,"Velindre University NHS Trust","All",9
2020-08-15,"Wales","C19",52
2020-08-15,"Wales","NonC19",1016
2020-08-15,"Wales","All",1068
2020-08-16,"Betsi Cadwaladr University Health Board","C19",11
2020-08-16,"Betsi Cadwaladr University Health Board","NonC19",115
2020-08-16,"Betsi Cadwaladr University Health Board","All",126
2020-08-16,"Hywel Dda University Health Board","C19",2
2020-08-16,"Hywel Dda University Health Board","NonC19",70
2020-08-16,"Hywel Dda University Health Board","All",72
2020-08-16,"Abertawe Bro Morgannwg University Health Board","C19",6
2020-08-16,"Abertawe Bro Morgannwg University Health Board","NonC19",62
2020-08-16,"Abertawe Bro Morgannwg University Health Board","All",68
2020-08-16,"Cardiff and Vale University Health Board","C19",6
2020-08-16,"Cardiff and Vale University Health Board","NonC19",97
2020-08-16,"Cardiff and Vale University Health Board","All",103
2020-08-16,"Cwm Taf University Health Board","C19",7
2020-08-16,"Cwm Taf University Health Board","NonC19",124
2020-08-16,"Cwm Taf University Health Board","All",131
2020-08-16,"Aneurin Bevan University Health Board","C19",5
2020-08-16,"Aneurin Bevan University Health Board","NonC19",140
2020-08-16,"Aneurin Bevan University Health Board","All",145
2020-08-16,"Powys Teaching Health Board","C19",0
2020-08-16,"Powys Teaching Health Board","NonC19",0
2020-08-16,"Powys Teaching Health Board","All",0
2020-08-16,"Velindre University NHS Trust","C19",0
2020-08-16,"Velindre University NHS Trust","NonC19",0
2020-08-16,"Velindre University NHS Trust","All",0
2020-08-16,"Wales","C19",37
2020-08-16,"Wales","NonC19",608
2020-08-16,"Wales","All",645
2020-08-17,"Betsi Cadwaladr University Health Board","C19",11
2020-08-17,"Betsi Cadwaladr University Health Board","NonC19",139
2020-08-17,"Betsi Cadwaladr University Health Board","All",150
2020-08-17,"Hywel Dda University Health Board","C19",7
2020-08-17,"Hywel Dda University Health Board","NonC19",90
2020-08-17,"Hywel Dda University Health Board","All",97
2020-08-17,"Abertawe Bro Morgannwg University Health Board","C19",3
2020-08-17,"Abertawe Bro Morgannwg University Health Board","NonC19",51
2020-08-17,"Abertawe Bro Morgannwg University Health Board","All",54
2020-08-17,"Cardiff and Vale University Health Board","C19",4
2020-08-17,"Cardiff and Vale University Health Board","NonC19",124
2020-08-17,"Cardiff and Vale University Health Board","All",128
2020-08-17,"Cwm Taf University Health Board","C19",2
2020-08-17,"Cwm Taf University Health Board","NonC19",98
2020-08-17,"Cwm Taf University Health Board","All",100
2020-08-17,"Aneurin Bevan University Health Board","C19",11
2020-08-17,"Aneurin Bevan University Health Board","NonC19",134
2020-08-17,"Aneurin Bevan University Health Board","All",145
2020-08-17,"Powys Teaching Health Board","C19",0
2020-08-17,"Powys Teaching Health Board","NonC19",0
2020-08-17,"Powys Teaching Health Board","All",0
2020-08-17,"Velindre University NHS Trust","C19",0
2020-08-17,"Velindre University NHS Trust","NonC19",0
2020-08-17,"Velindre University NHS Trust","All",0
2020-08-17,"Wales","C19",38
2020-08-17,"Wales","NonC19",636
2020-08-17,"Wales","All",674
2020-08-18,"Betsi Cadwaladr University Health Board","C19",15
2020-08-18,"Betsi Cadwaladr University Health Board","NonC19",230
2020-08-18,"Betsi Cadwaladr University Health Board","All",245
2020-08-18,"Hywel Dda University Health Board","C19",4
2020-08-18,"Hywel Dda University Health Board","NonC19",103
2020-08-18,"Hywel Dda University Health Board","All",107
2020-08-18,"Abertawe Bro Morgannwg University Health Board","C19",6
2020-08-18,"Abertawe Bro Morgannwg University Health Board","NonC19",83
2020-08-18,"Abertawe Bro Morgannwg University Health Board","All",89
2020-08-18,"Cardiff and Vale University Health Board","C19",9
2020-08-18,"Cardiff and Vale University Health Board","NonC19",243
2020-08-18,"Cardiff and Vale University Health Board","All",252
2020-08-18,"Cwm Taf University Health Board","C19",16
2020-08-18,"Cwm Taf University Health Board","NonC19",137
2020-08-18,"Cwm Taf University Health Board","All",153
2020-08-18,"Aneurin Bevan University Health Board","C19",13
2020-08-18,"Aneurin Bevan University Health Board","NonC19",325
2020-08-18,"Aneurin Bevan University Health Board","All",338
2020-08-18,"Powys Teaching Health Board","C19",0
2020-08-18,"Powys Teaching Health Board","NonC19",3
2020-08-18,"Powys Teaching Health Board","All",3
2020-08-18,"Velindre University NHS Trust","C19",0
2020-08-18,"Velindre University NHS Trust","NonC19",6
2020-08-18,"Velindre University NHS Trust","All",6
2020-08-18,"Wales","C19",63
2020-08-18,"Wales","NonC19",1130
2020-08-18,"Wales","All",1193
2020-08-19,"Betsi Cadwaladr University Health Board","C19",7
2020-08-19,"Betsi Cadwaladr University Health Board","NonC19",206
2020-08-19,"Betsi Cadwaladr University Health Board","All",213
2020-08-19,"Hywel Dda University Health Board","C19",5
2020-08-19,"Hywel Dda University Health Board","NonC19",124
2020-08-19,"Hywel Dda University Health Board","All",129
2020-08-19,"Abertawe Bro Morgannwg University Health Board","C19",2
2020-08-19,"Abertawe Bro Morgannwg University Health Board","NonC19",50
2020-08-19,"Abertawe Bro Morgannwg University Health Board","All",52
2020-08-19,"Cardiff and Vale University Health Board","C19",13
2020-08-19,"Cardiff and Vale University Health Board","NonC19",252
2020-08-19,"Cardiff and Vale University Health Board","All",265
2020-08-19,"Cwm Taf University Health Board","C19",13
2020-08-19,"Cwm Taf University Health Board","NonC19",146
2020-08-19,"Cwm Taf University Health Board","All",159
2020-08-19,"Aneurin Bevan University Health Board","C19",5
2020-08-19,"Aneurin Bevan University Health Board","NonC19",338
2020-08-19,"Aneurin Bevan University Health Board","All",343
2020-08-19,"Powys Teaching Health Board","C19",0
2020-08-19,"Powys Teaching Health Board","NonC19",4
2020-08-19,"Powys Teaching Health Board","All",4
2020-08-19,"Velindre University NHS Trust","C19",0
2020-08-19,"Velindre University NHS Trust","NonC19",5
2020-08-19,"Velindre University NHS Trust","All",5
2020-08-19,"Wales","C19",45
2020-08-19,"Wales","NonC19",1125
2020-08-19,"Wales","All",1170
2020-08-20,"Betsi Cadwaladr University Health Board","C19",1
2020-08-20,"Betsi Cadwaladr University Health Board","NonC19",198
2020-08-20,"Betsi Cadwaladr University Health Board","All",199
2020-08-20,"Hywel Dda University Health Board","C19",11
2020-08-20,"Hywel Dda University Health Board","NonC19",114
2020-08-20,"Hywel Dda University Health Board","All",125
2020-08-20,"Abertawe Bro Morgannwg University Health Board","C19",4
2020-08-20,"Abertawe Bro Morgannwg University Health Board","NonC19",75
2020-08-20,"Abertawe Bro Morgannwg University Health Board","All",79
2020-08-20,"Cardiff and Vale University Health Board","C19",12
2020-08-20,"Cardiff and Vale University Health Board","NonC19",298
2020-08-20,"Cardiff and Vale University Health Board","All",310
2020-08-20,"Cwm Taf University Health Board","C19",4
2020-08-20,"Cwm Taf University Health Board","NonC19",129
2020-08-20,"Cwm Taf University Health Board","All",133
2020-08-20,"Aneurin Bevan University Health Board","C19",7
2020-08-20,"Aneurin Bevan University Health Board","NonC19",307
2020-08-20,"Aneurin Bevan University Health Board","All",314
2020-08-20,"Powys Teaching Health Board","C19",0
2020-08-20,"Powys Teaching Health Board","NonC19",4
2020-08-20,"Powys Teaching Health Board","All",4
2020-08-20,"Velindre University NHS Trust","C19",0
2020-08-20,"Velindre University NHS Trust","NonC19",6
2020-08-20,"Velindre University NHS Trust","All",6
2020-08-20,"Wales","C19",39
2020-08-20,"Wales","NonC19",1131
2020-08-20,"Wales","All",1170
2020-08-21,"Betsi Cadwaladr University Health Board","C19",17
2020-08-21,"Betsi Cadwaladr University Health Board","NonC19",230
2020-08-21,"Betsi Cadwaladr University Health Board","All",247
2020-08-21,"Hywel Dda University Health Board","C19",6
2020-08-21,"Hywel Dda University Health Board","NonC19",105
2020-08-21,"Hywel Dda University Health Board","All",111
2020-08-21,"Abertawe Bro Morgannwg University Health Board","C19",5
2020-08-21,"Abertawe Bro Morgannwg University Health Board","NonC19",79
2020-08-21,"Abertawe Bro Morgannwg University Health Board","All",84
2020-08-21,"Cardiff and Vale University Health Board","C19",10
2020-08-21,"Cardiff and Vale University Health Board","NonC19",279
2020-08-21,"Cardiff and Vale University Health Board","All",289
2020-08-21,"Cwm Taf University Health Board","C19",9
2020-08-21,"Cwm Taf University Health Board","NonC19",140
2020-08-21,"Cwm Taf University Health Board","All",149
2020-08-21,"Aneurin Bevan University Health Board","C19",7
2020-08-21,"Aneurin Bevan University Health Board","NonC19",334
2020-08-21,"Aneurin Bevan University Health Board","All",341
2020-08-21,"Powys Teaching Health Board","C19",0
2020-08-21,"Powys Teaching Health Board","NonC19",3
2020-08-21,"Powys Teaching Health Board","All",3
2020-08-21,"Velindre University NHS Trust","C19",0
2020-08-21,"Velindre University NHS Trust","NonC19",6
2020-08-21,"Velindre University NHS Trust","All",6
2020-08-21,"Wales","C19",54
2020-08-21,"Wales","NonC19",1176
2020-08-21,"Wales","All",1230
2020-08-22,"Betsi Cadwaladr University Health Board","C19",7
2020-08-22,"Betsi Cadwaladr University Health Board","NonC19",178
2020-08-22,"Betsi Cadwaladr University Health Board","All",185
2020-08-22,"Hywel Dda University Health Board","C19",6
2020-08-22,"Hywel Dda University Health Board","NonC19",112
2020-08-22,"Hywel Dda University Health Board","All",118
2020-08-22,"Abertawe Bro Morgannwg University Health Board","C19",2
2020-08-22,"Abertawe Bro Morgannwg University Health Board","NonC19",67
2020-08-22,"Abertawe Bro Morgannwg University Health Board","All",69
2020-08-22,"Cardiff and Vale University Health Board","C19",17
2020-08-22,"Cardiff and Vale University Health Board","NonC19",234
2020-08-22,"Cardiff and Vale University Health Board","All",251
2020-08-22,"Cwm Taf University Health Board","C19",6
2020-08-22,"Cwm Taf University Health Board","NonC19",165
2020-08-22,"Cwm Taf University Health Board","All",171
2020-08-22,"Aneurin Bevan University Health Board","C19",1
2020-08-22,"Aneurin Bevan University Health Board","NonC19",289
2020-08-22,"Aneurin Bevan University Health Board","All",290
2020-08-22,"Powys Teaching Health Board","C19",0
2020-08-22,"Powys Teaching Health Board","NonC19",5
2020-08-22,"Powys Teaching Health Board","All",5
2020-08-22,"Velindre University NHS Trust","C19",0
2020-08-22,"Velindre University NHS Trust","NonC19",8
2020-08-22,"Velindre University NHS Trust","All",8
2020-08-22,"Wales","C19",39
2020-08-22,"Wales","NonC19",1058
2020-08-22,"Wales","All",1097
2020-08-23,"Betsi Cadwaladr University Health Board","C19",6
2020-08-23,"Betsi Cadwaladr University Health Board","NonC19",123
2020-08-23,"Betsi Cadwaladr University Health Board","All",129
2020-08-23,"Hywel Dda University Health Board","C19",6
2020-08-23,"Hywel Dda University Health Board","NonC19",72
2020-08-23,"Hywel Dda University Health Board","All",78
2020-08-23,"Abertawe Bro Morgannwg University Health Board","C19",1
2020-08-23,"Abertawe Bro Morgannwg University Health Board","NonC19",49
2020-08-23,"Abertawe Bro Morgannwg University Health Board","All",50
2020-08-23,"Cardiff and Vale University Health Board","C19",5
2020-08-23,"Cardiff and Vale University Health Board","NonC19",76
2020-08-23,"Cardiff and Vale University Health Board","All",81
2020-08-23,"Cwm Taf University Health Board","C19",4
2020-08-23,"Cwm Taf University Health Board","NonC19",97
2020-08-23,"Cwm Taf University Health Board","All",101
2020-08-23,"Aneurin Bevan University Health Board","C19",4
2020-08-23,"Aneurin Bevan University Health Board","NonC19",156
2020-08-23,"Aneurin Bevan University Health Board","All",160
2020-08-23,"Powys Teaching Health Board","C19",0
2020-08-23,"Powys Teaching Health Board","NonC19",0
2020-08-23,"Powys Teaching Health Board","All",0
2020-08-23,"Velindre University NHS Trust","C19",0
2020-08-23,"Velindre University NHS Trust","NonC19",0
2020-08-23,"Velindre University NHS Trust","All",0
2020-08-23,"Wales","C19",26
2020-08-23,"Wales","NonC19",573
2020-08-23,"Wales","All",599
2020-08-24,"Betsi Cadwaladr University Health Board","C19",9
2020-08-24,"Betsi Cadwaladr University Health Board","NonC19",143
2020-08-24,"Betsi Cadwaladr University Health Board","All",152
2020-08-24,"Hywel Dda University Health Board","C19",17
2020-08-24,"Hywel Dda University Health Board","NonC19",83
2020-08-24,"Hywel Dda University Health Board","All",100
2020-08-24,"Abertawe Bro Morgannwg University Health Board","C19",2
2020-08-24,"Abertawe Bro Morgannwg University Health Board","NonC19",44
2020-08-24,"Abertawe Bro Morgannwg University Health Board","All",46
2020-08-24,"Cardiff and Vale University Health Board","C19",3
2020-08-24,"Cardiff and Vale University Health Board","NonC19",107
2020-08-24,"Cardiff and Vale University Health Board","All",110
2020-08-24,"Cwm Taf University Health Board","C19",4
2020-08-24,"Cwm Taf University Health Board","NonC19",78
2020-08-24,"Cwm Taf University Health Board","All",82
2020-08-24,"Aneurin Bevan University Health Board","C19",1
2020-08-24,"Aneurin Bevan University Health Board","NonC19",165
2020-08-24,"Aneurin Bevan University Health Board","All",166
2020-08-24,"Powys Teaching Health Board","C19",0
2020-08-24,"Powys Teaching Health Board","NonC19",0
2020-08-24,"Powys Teaching Health Board","All",0
2020-08-24,"Velindre University NHS Trust","C19",0
2020-08-24,"Velindre University NHS Trust","NonC19",0
2020-08-24,"Velindre University NHS Trust","All",0
2020-08-24,"Wales","C19",36
2020-08-24,"Wales","NonC19",620
2020-08-24,"Wales","All",656
2020-08-25,"Betsi Cadwaladr University Health Board","C19",22
2020-08-25,"Betsi Cadwaladr University Health Board","NonC19",217
